Depmap ID,"RNAi (Achilles, DEMETER2)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000475,-1.0205645514692092,HUH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.751677945687579,Other
ACH-000473,-0.9644482963286662,RT112,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.575009720294951,Other
ACH-000472,-1.1005220697518745,HSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,3.823749360308273,Other
ACH-000506,-1.4364888327935013,NCIH146,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,4.766065051474954,Other
ACH-000464,-0.9487807162284282,CAS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.7349805234358895,Other
ACH-000463,-0.9295351964452085,NCIH460,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.603477988254004,Other
ACH-000460,-0.9541998044911004,SNU8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.433627167084783,Other
ACH-000459,-0.9118993224257369,TUHR10TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.677508242264722,Other
ACH-000458,-0.6274889714471955,CJM,Melanoma,Skin,Melanoma,5.475084882948782,Other
ACH-000457,-0.8781191868819767,CAL54,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.860466258517167,Other
ACH-000455,-0.8642447679882326,LN428,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.685940148445977,Other
ACH-000454,-0.6955864786969357,HCC95,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.63575439127776,Other
ACH-000452,-0.8106408109843697,TE8,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.624685810525398,Other
ACH-000450,-0.9598018594314985,MELHO,Melanoma,Skin,Melanoma,4.90977310414164,Other
ACH-000448,-1.0689554941052148,NCIH1666,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,3.90977310414164,Other
ACH-000445,-0.9998771602826934,KNS60,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.443938115013176,Other
ACH-000444,-0.957651779779625,LU99,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.024142345897803,Other
ACH-000308,-0.9595704736849588,EFO21,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.234577959784565,Other
ACH-000535,-0.8118719761766875,BXPC3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.209843230525496,Other
ACH-000561,-0.7395858812761391,TDOTT,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.891905188211931,Other
ACH-000560,-1.2114743886141404,ECC10,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.811471030529836,Other
ACH-000559,-1.5540728315454686,NCIH1836,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.502712485966061,Other
ACH-000558,-1.0180035880612872,A172,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.574101508089389,Other
ACH-000557,-1.1980070149153537,AML193,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.492494151679432,Other
ACH-000556,-0.7280107658637156,SIHA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,4.888986721186558,Other
ACH-000552,-0.8519787475718196,HT29,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.353323291162897,Other
ACH-000551,-0.961845630418881,K562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.296824458649369,Other
ACH-000550,-0.23236077424171084,IGR39,Melanoma,Skin,Melanoma,5.056149961108142,Other
ACH-000549,-0.6532231251232185,SNU1076,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.839455765224628,Other
ACH-000548,-1.081636093232544,BHY,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.1081062236861285,Other
ACH-000547,-0.885015016071327,HT1197,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.433627167084783,Other
ACH-000542,-0.9163381181084357,HEYA8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.725195817226664,Other
ACH-000538,-0.9688062236644662,HUTU80,Small Bowel Cancer,Bowel,Small Bowel Cancer,5.651912744645783,Other
ACH-000536,-1.000216030925982,BT20,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.47735352663456,Other
ACH-000441,-0.811137583589295,SH4,Melanoma,Skin,Melanoma,5.12639473762014,Other
ACH-000533,-0.9515179343737518,NCIH2004RT,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,4.890933021705543,Other
ACH-000530,-0.8588988556949313,DMS114,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.717539343391165,Other
ACH-000528,-1.0094919225264396,ABC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.236492618381302,Other
ACH-000527,-0.9042432744646446,OVISE,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.494415610397496,Other
ACH-000525,-1.0660548947751616,NCIH2171,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.740387932468353,Other
ACH-000524,-0.8621676905825542,KURAMOCHI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.812498225333564,Other
ACH-000521,-1.054856561978719,NCIH2030,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.108524456778169,Other
ACH-000518,-0.998542978800152,CAL33,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.130930869826448,Other
ACH-000515,-1.0622988571198178,HCC33,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,4.121015400961366,Other
ACH-000512,-1.0569632174891035,INA6,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.159467729266766,Other
ACH-000511,-0.9720615198792352,CALU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.420549772116318,Other
ACH-000510,-0.9157180003159927,NCIH1299,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.295723024539968,Other
ACH-000508,-0.9600186835543516,CORL88,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.055499365813739,Other
ACH-000507,-0.7765791145944122,KE39,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.2268938135713885,Other
ACH-000343,-0.8774460083629692,NCIH522,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.788685710613533,Other
ACH-000438,-0.9917785824339611,LU65,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.505255800932163,Other
ACH-000374,-1.147515351695761,HCC1143,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.607626220845488,Other
ACH-000368,-0.6563816954694506,SNU1105,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.850999394716474,Other
ACH-000365,-1.123780441267268,SUDHL4,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.408032466130653,Other
ACH-000364,-0.8022842979585786,U2OS,Osteosarcoma,Bone,Osteosarcoma,5.429281193335658,Other
ACH-000363,-0.9156380574863411,SKMM2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,6.33646192818282,Other
ACH-000362,-0.90654139747564,MOLM13,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.889960199658641,Other
ACH-000361,-1.0039393482676433,SKHEP1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.780310099043375,Other
ACH-000360,-1.0319035077854826,NCIH508,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.420886574975532,Other
ACH-000356,-1.0044599558437397,MKN45,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.614709844115208,Other
ACH-000353,-0.9008467135363853,TE15,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.915042791371977,Other
ACH-000352,-0.9950127232481861,HCC1428,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.316145742293356,Other
ACH-000351,-0.7958779793086128,MKN1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.290571850852079,Other
ACH-000349,-1.228305919157791,HCC1500,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,4.381283372503783,Other
ACH-000347,-1.1406546236007256,QGP1,Pancreatic Neuroendocrine Tumor,Pancreas,Pancreatic Neuroendocrine Tumor,5.501757585738664,Other
ACH-000375,-0.8557878641239945,G402,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.956056652412403,Other
ACH-000339,-0.7279996786212269,HCC461,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.629065137092279,Other
ACH-000337,-0.7410721187914521,NCIH3122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.757556688939453,Other
ACH-000336,-0.9788610147998296,OCIAML3,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.110196177754199,Other
ACH-000334,-1.075588057290744,DB,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.540399305630624,Other
ACH-000330,-1.0519739631507072,EFM19,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,3.846994686965573,Other
ACH-000328,-0.8137268119985491,LN215,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.213347281733441,Other
ACH-000327,-1.0705837802869769,NCIH1395,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,3.802193216941825,Other
ACH-000324,-0.8178125933357591,JHOC5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.700994494168267,Other
ACH-000322,-0.7960390535216787,HT144,Melanoma,Skin,Melanoma,5.326609251005271,Other
ACH-000320,-0.8817310155165746,PSN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.504620392403552,Other
ACH-000318,-0.8925022589953935,TE10,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.267910280884825,Other
ACH-000317,-0.8972367671546728,TUHR14TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.84799690655495,Other
ACH-000315,-0.9690470205775316,KARPAS422,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.8529975876133165,Other
ACH-000311,-0.877610665836541,NCIH2122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.24260250592898,Other
ACH-000411,-0.9563368968890055,769P,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.257764968571387,Other
ACH-000436,-1.1267612191744152,OCIMY7,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.258518924711301,Other
ACH-000435,-0.8805591454834988,EFE184,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,4.082361969557474,Other
ACH-000434,-1.1571540474323143,NCIH1915,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.417515002885087,Other
ACH-000431,-1.2062696209178518,NCIH1694,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.461724991502711,Other
ACH-000430,-0.797512336069086,TYKNU,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.622344722724236,Other
ACH-000429,-0.8571438815808181,A704,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.2839217723076177,Other
ACH-000424,-1.2929762979557027,TC71,Ewing Sarcoma,Bone,Ewing Sarcoma,5.316507819103109,Other
ACH-000423,-0.8542583044608978,SKMEL3,Melanoma,Skin,Melanoma,5.583458910130768,Other
ACH-000421,-0.9091944100758067,SW837,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.60139939053183,Other
ACH-000417,-0.8116275962352384,PANC0813,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.523561956057013,Other
ACH-000416,-0.8945094621957705,NCIH838,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.34766565630097,Other
ACH-000415,-0.9415209657478821,BICR6,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.036503333738988,Other
ACH-000414,-0.778106272610662,NCIH1944,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.41886457739032,Other
ACH-000376,-1.0173872977995246,SF295,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.3458930856874085,Other
ACH-000410,-0.7278602196698968,SAOS2,Osteosarcoma,Bone,Osteosarcoma,6.136068312193182,Other
ACH-000407,-0.8645137912339473,SNU685,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,4.3743439890385005,Other
ACH-000406,-0.9952334402453762,U937,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.318678373736547,Other
ACH-000404,-0.8319457253022222,K029AX,Melanoma,Skin,Melanoma,5.169925001442312,Other
ACH-000401,-0.83057692259535,COLO800,Melanoma,Skin,Melanoma,5.587364990936461,Other
ACH-000400,-0.8398475875225285,SKCO1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.228049047884462,Other
ACH-000395,-1.1374102469616103,NCIH520,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.6904170955324656,Other
ACH-000393,-0.7901362073041356,HLF,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.525129251203973,Other
ACH-000392,-0.8387720377655761,CALU3,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,3.969933274697856,Other
ACH-000391,-0.8284020057282022,MHHES1,Ewing Sarcoma,Bone,Ewing Sarcoma,5.522620761042079,Other
ACH-000390,-1.1410694251475553,LUDLU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.561937059622433,Other
ACH-000383,-0.8813120535588015,OE33,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.638073837180719,Other
ACH-000380,-1.203933852724633,KMS12BM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.044394119358453,Other
ACH-000378,-0.7288571362689144,NCIH647,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.154210530588339,Other
ACH-000985,-1.2045263817714336,LS411N,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.977737849242815,Damaging
ACH-000427,-0.9239618724383086,NCIN87,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.603477988254004,Damaging
