gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SLC37A1	228.223	0.2221	0.1562	0.0179	0.0809
SLC37A2	1515.3043	0.1742	0.0891	0.026	0.1063
SLC37A3	994.3932	0.0184	0.1048	0.832	0.9175
SLC37A4	1606.5859	-0.1804	0.0852	0.0173	0.0789
SLC38A1	4491.7115	0.2002	0.0628	7e-04	0.007
SLC38A10	1652.5519	-0.1389	0.0867	0.0704	0.2134
SLC38A2	3146.1859	0.0147	0.0696	0.8196	0.9103
SLC38A4	132.1353	-0.0914	0.1633	0.2784	0.5098
SLC38A5	11.1258	0.0218	0.1923	0.5265	NA
SLC38A6	84.8197	-0.0502	0.1713	0.5054	0.7119
SLC38A7	317.1762	0.1717	0.141	0.0694	0.2116
SLC38A9	269.5887	0.0858	0.1427	0.3578	0.5891
SLC39A1	3531.8558	-0.2507	0.0667	1e-04	9e-04
SLC39A10	2565.0829	-0.314	0.0818	0	3e-04
SLC39A11	214.1766	-0.1271	0.1566	0.1559	0.3586
SLC39A13	2120.3255	0.0847	0.0783	0.2334	0.4608
SLC39A14	2220.2577	0.0435	0.0759	0.5306	0.7294
SLC39A2	1.253	0.0127	0.2026	0.2778	NA
SLC39A3	873.3633	-0.1581	0.1047	0.0686	0.2104
SLC39A4	471.3486	-0.0177	0.1256	0.8495	0.9284
SLC39A6	1733.9884	-0.1348	0.0822	0.0675	0.2086
SLC39A7	5315.6319	-0.0724	0.0628	0.2205	0.4456
SLC39A8	1172.7662	-0.1315	0.0953	0.1085	0.2836
SLC39A9	2022.2895	-0.0518	0.0851	0.4936	0.7039
SLC3A1	4.067	-4e-04	0.2006	0.9605	NA
SLC3A2	8272.6057	-0.1371	0.052	0.0061	0.0369
SLC40A1	130.0052	0.0894	0.1633	0.2889	0.521
SLC41A1	1903.5404	0.1362	0.0828	0.0663	0.206
SLC41A2	577.832	0.1786	0.1281	0.0576	0.1872
SLC41A3	942.7732	-0.188	0.111	0.0356	0.134
SLC43A1	228.1048	0.0408	0.147	0.6572	0.8146
SLC43A2	179.8854	0.0211	0.1537	0.8127	0.9063
SLC43A3	6127.4154	-0.0282	0.0573	0.6051	0.7822
SLC44A1	1522.8588	-0.0882	0.0902	0.264	0.4952
SLC44A2	4589.7988	-0.1845	0.0612	0.0014	0.0121
SLC44A3	5.7048	-0.0017	0.1942	0.9469	NA
SLC44A4	0.287	0.0025	0.2013	0.757	NA
SLC44A5	1.7823	0.0048	0.198	0.7412	NA
SLC45A1	20.6333	0.0114	0.1875	0.8012	NA
SLC45A2	2.5651	0.0086	0.1979	0.5877	NA
SLC45A3	399.8143	0.1202	0.1301	0.2012	0.4188
SLC45A4	136.2852	0.1757	0.1741	0.0366	0.1367
SLC46A1	489.9813	0.1553	0.1277	0.0982	0.2657
SLC46A2	1.7047	0.0111	0.1998	0.42	NA
SLC46A3	129.1615	0.0225	0.1642	0.7834	0.8894
SLC47A1	61.3712	-0.039	0.1769	0.5637	NA
SLC47A2	0.4272	-0.0039	0.2016	0.6401	NA
