Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytoplasmic Translation (GO:0002181)	26/101	1.6744022695274944E-28	2.29895431606125E-25	0	0	34.65812807881773	2216.6273451826764	EIF4A2;RPL4;EIF4A1;RPL30;RPL3;RPL32;RPL10A;RPL9;RPL6;RPS14;RPS17;RPS15A;RACK1;RPL35;RPL18;RPS13;RPL41;RPL23;RPL13A;RPS3A;RPS25;RPS28;RPS20;ETF1;RPS24;RPS23
Macromolecule Biosynthetic Process (GO:0009059)	30/189	4.874675702695092E-26	3.3464648699001804E-23	0	0	19.16279510761354	1116.8682310396223	RPL4;RPL30;RPL3;RPL32;RPL10A;RPL9;RPL6;GSPT1;MRPL55;RPS14;RPS17;RPS15A;RPL35;MRPL9;RPL18;RPS13;RPL41;RPL23;PABPC4;RPL13A;RPS3A;EEF2;TUFM;RPS25;RPS28;NACA;RPS20;EIF4G2;RPS24;RPS23
Translation (GO:0006412)	32/232	9.606989094376452E-26	4.39679867552629E-23	0	0	16.381725888324873	943.6647583642394	RPL4;RPL30;RPL3;RPL32;RPL10A;RPL9;RPL6;GSPT1;MRPL55;RPS14;RPS17;RPS15A;RACK1;RPL35;MRPL9;RPL18;RPS13;RPL41;RPL23;PABPC4;RPL13A;RPS3A;EEF2;TUFM;RPS25;MRPL53;RPS28;NACA;RPS20;ETF1;RPS24;RPS23
Gene Expression (GO:0010467)	37/381	3.764152583100257E-24	1.2920453741491632E-21	0	0	11.218538032945736	605.088895077828	RPL4;RPL30;RPL3;RPL32;EIF4A3;RPL10A;RPL9;RPL6;GSPT1;MRPL55;RPS14;SYNCRIP;RPS17;RPS15A;HNRNPDL;RPL35;MRPL9;RPL18;RPS13;RBM39;RPL41;RPL23;PABPC4;ALYREF;RPL13A;RPS3A;HNRNPL;RPS25;RPS28;DDX39A;DDX39B;HNRNPH1;NACA;RNPS1;RPS20;RPS24;RPS23
RNA Processing (GO:0006396)	27/290	2.3425329236853932E-17	6.43259540844009E-15	0	0	10.21889470315853	391.309210127721	INTS11;NOP2;TBRG4;RRP7A;SYNCRIP;FBL;RPS17;EMG1;HNRNPDL;LYAR;IVNS1ABP;RBM39;SF3A1;SF3A2;PIH1D1;PABPC4;HNRNPL;RPS25;RPS28;SFPQ;DDX39B;HNRNPH1;ACIN1;RNPS1;SNRPA1;RPS24;SRSF9
mRNA Splicing, via Spliceosome (GO:0000398)	22/210	2.068203375349455E-15	4.73273872392467E-13	0	0	11.409291807996711	385.77207103489343	SRRM2;PRMT5;HSPA8;SF3A1;DDX5;SF3A2;EIF4A3;DDX41;SYNCRIP;SFPQ;DDX39A;DDX39B;PUF60;HNRNPH1;TRA2B;RNPS1;SNRPA1;PABPC1;SNRNP200;HNRNPA1;SF1;SRSF9
mRNA Processing (GO:0006397)	22/225	8.82280181738421E-15	1.7305295564669316E-12	0	0	10.558387472930201	341.68459006566	SRRM2;HSPA8;SF3A1;DDX5;SF3A2;EIF4A3;DDX41;TBRG4;SYNCRIP;SFPQ;DDX39A;DDX39B;HNRNPH1;TRA2B;PAF1;RNPS1;SNRPA1;PABPC1;SNRNP200;HNRNPA1;SF1;SRSF9
Ribosome Biogenesis (GO:0042254)	18/157	1.671315545694028E-13	2.8683953052973757E-11	0	0	12.416311500562584	365.287824011907	RPS19BP1;NOP16;PIH1D1;NOP2;RPS3A;PWP2;RRP7A;FBL;RPS14;RPS25;RPS17;EMG1;RPS28;RPS15A;LYAR;RPS13;RPS24;RPS23
Ribonucleoprotein Complex Biogenesis (GO:0022613)	16/116	2.0892077317479733E-13	3.1872024618777415E-11	0	0	15.226291079812206	444.5592995748972	RPS19BP1;NOP16;NOP2;RPS3A;PWP2;RRP7A;FBL;RPS14;RPS25;RPS17;EMG1;RPS28;RPS15A;RPS13;RPS24;RPS23
Ribosomal Small Subunit Biogenesis (GO:0042274)	14/84	4.712899324292978E-13	6.470810772254259E-11	0	0	18.88372093023256	535.982371466517	RPS19BP1;RPS3A;PWP2;RRP7A;FBL;RPS14;RPS25;RPS17;EMG1;RPS28;RPS15A;RPS13;RPS24;RPS23
RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)	18/170	6.677352736589116E-13	8.334550279397141E-11	0	0	11.34709403841357	318.1144718763953	SRRM2;HSPA8;DDX5;SF3A1;SF3A2;EIF4A3;DDX41;SYNCRIP;DDX39A;DDX39B;HNRNPH1;TRA2B;RNPS1;SNRPA1;PABPC1;SNRNP200;HNRNPA1;SF1
Protein Metabolic Process (GO:0019538)	31/614	1.982050102498274E-12	2.2677956589417756E-10	0	0	5.313833012803853	143.19127049450228	RPL4;RPL30;RPL3;RPL32;UBE2D3;RPL10A;RPL9;RPL6;GSPT1;MRPL55;RPS14;RPS17;RPS15A;RPL35;MRPL9;RPL18;RPS13;RPL41;UBE2I;RPL23;PABPC4;RPL13A;RPS3A;RABGGTB;RPS25;RPS28;UBE2S;NACA;RPS20;RPS24;RPS23
protein-RNA Complex Assembly (GO:0022618)	16/137	2.897144512557337E-12	3.059830319800941E-10	0	0	12.570674737128002	333.968830562534	PRMT5;SF3A2;NOP2;PWP2;TARBP2;RRP7A;RPS14;RPS28;DDX39B;EIF6;PUF60;EIF4H;EIF3G;SNRNP200;SF1;SRSF9
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	14/96	3.159545298339462E-12	3.098611210442915E-10	0	0	16.110720363017585	426.6214287347741	PRMT5;RBM39;DDX5;HNRNPL;PTBP1;PUF60;C1QBP;TRA2B;SRSF2;RNPS1;RBM23;HNRNPA1;SF1;SRSF9
rRNA Processing (GO:0006364)	12/110	3.599712993238766E-9	3.2949372931445505E-7	0	0	11.439104674127716	222.40378276841528	RRP7A;FBL;RPS14;RPS25;RPS17;EMG1;RPS28;EIF6;PIH1D1;NOP2;LYAR;RPS24
Regulation of Translation (GO:0006417)	15/201	7.869214344265015E-9	6.752769559172416E-7	0	0	7.606270726560145	141.93535151259843	EIF4A2;SHMT2;IFRD2;EIF4A3;RPL13A;EEF2;GSPT1;EIF1;SYNCRIP;EIF6;SERBP1;RACK1;EIF4H;ETF1;EIF4G2
Regulation of RNA Splicing (GO:0043484)	11/104	2.269726059586648E-8	1.8331375763602753E-6	0	0	11.001627700503107	193.63988677342323	HNRNPL;PTBP1;RBM39;HNRNPH1;TRA2B;TAF10;RBM23;HNRNPA1;SLC38A2;RPS13;SF1
Nuclear Export (GO:0051168)	8/50	7.414222720561543E-8	5.655404330739443E-6	0	0	17.520361990950228	287.6366990038548	DDX39A;UBE2I;DDX39B;POM121C;ALYREF;NUP62;HNRNPA1;RAN
rRNA Metabolic Process (GO:0016072)	10/98	1.412039566464923E-7	1.0203843814507048E-5	0	0	10.524076380240764	165.99689335432825	RRP7A;FBL;RPS25;RPS17;EMG1;RPS28;PIH1D1;NOP2;LYAR;RPS24
Regulation of Alternative mRNA Splicing, via Spliceosome (GO:0000381)	8/55	1.6030464491882072E-7	1.1004913873677044E-5	0	0	15.652642726485029	244.90421899113085	HNRNPL;PTBP1;DDX5;PUF60;TRA2B;SRSF2;RNPS1;HNRNPA1
Ribosome Assembly (GO:0042255)	7/42	3.709645549599185E-7	2.4254015902855623E-5	0	0	18.31981981981982	271.26449075086157	RRP7A;RPS14;RPS28;EIF6;C1QBP;NOP2;PWP2
Spliceosomal Complex Assembly (GO:0000245)	8/63	4.7242082651002487E-7	2.9483354309012006E-5	0	0	13.37062937062937	194.74850709995573	SF3A1;SF3A2;DDX39B;PUF60;SNRPA1;SNRNP200;SF1;SRSF9
RNA Export From Nucleus (GO:0006405)	8/67	7.658196635585128E-7	4.571610426373209E-5	0	0	12.46169184753432	175.4895213856232	DDX39A;DDX39B;POM121C;ALYREF;EIF4A3;NUP62;HNRNPA1;RAN
Negative Regulation of RNA Splicing (GO:0033119)	5/20	2.199130682351155E-6	1.2580860111950567E-4	0	0	30.290178571428573	394.60373897417577	PTBP1;C1QBP;RNPS1;RPS13;SRSF9
Regulation of Apoptotic Process (GO:0042981)	23/703	4.014758305469609E-6	2.2049052613639096E-4	0	0	3.2329383209594518	40.170983120417475	TFAP2A;HSPA9;VCP;ARL6IP1;PLK2;ANXA5;RPS3A;PHB2;YWHAZ;BMP4;MORF4L1;BCLAF1;C1QBP;APEX1;ARHGDIA;NUP62;RACK1;BIRC5;ACIN1;RNPS1;TPT1;BCAR1;ATF4
mRNA 3'-Splice Site Recognition (GO:0000389)	3/5	1.3338861015529465E-5	6.829675255234304E-4	0	0	135.18584070796462	1517.4379319559823	SF3A1;SF3A2;SF1
RNA Biosynthetic Process (GO:0032774)	9/128	1.3430534005194915E-5	6.829675255234304E-4	0	0	6.961764705882353	78.09693574620975	HNRNPL;SYNCRIP;PRMT5;RBM39;HNRNPDL;HNRNPH1;PABPC4;TAF10;RNPS1
mRNA Splice Site Recognition (GO:0006376)	5/29	1.5524990667723896E-5	7.612790066708897E-4	0	0	18.922991071428573	209.5354066433866	SF3A1;SF3A2;PUF60;SF1;SRSF9
Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)	4/15	1.8445347771045394E-5	8.444065760726344E-4	0	0	32.90343434343434	358.67041320057723	PTBP1;C1QBP;RNPS1;SRSF9
Negative Regulation of Translation (GO:0017148)	8/102	1.84502529367655E-5	8.444065760726344E-4	0	0	7.808221815731202	85.1129946776697	SYNCRIP;EIF6;IFRD2;EIF4A3;SERBP1;RACK1;RPL13A;AJUBA
Negative Regulation of mRNA Processing (GO:0050686)	4/16	2.4379698130272476E-5	0.0010460414229020035	0	0	30.16	320.3522760459459	PTBP1;C1QBP;RNPS1;SRSF9
Ribosomal Small Subunit Assembly (GO:0000028)	4/16	2.4379698130272476E-5	0.0010460414229020035	0	0	30.16	320.3522760459459	RRP7A;RPS14;RPS28;PWP2
Positive Regulation of Translation (GO:0045727)	8/107	2.615079273871207E-5	0.001088031467583384	0	0	7.412038941450706	78.20910025959603	SYNCRIP;PKM;EIF6;C1QBP;CNBP;EIF4A3;PABPC1;EEF2
Negative Regulation of DNA-templated Transcription (GO:0045892)	26/1006	5.743849116350577E-5	0.002319501422573336	0	0	2.5341308937368052	24.745270965314912	DDX5;CTBP1;UBE2D3;SUPT4H1;PHB2;RPS14;DNAJB1;BCLAF1;C1QBP;LYAR;TFAP2A;HSPA8;UBE2I;RPL23;CNBP;DDX56;YWHAZ;HNRNPL;BMP4;SFPQ;NACA;PAF1;BIRC5;ETF1;EZR;ATF4
Alternative mRNA Splicing, via Spliceosome (GO:0000380)	4/20	6.267200111168861E-5	0.0024585330721813843	0	0	22.615555555555556	218.86420462917894	DDX5;SFPQ;PUF60;SRSF9
RNA Splicing (GO:0008380)	7/92	7.524921842556566E-5	0.002869921580508379	0	0	7.524907260201378	71.44677489468891	IVNS1ABP;SYNCRIP;SFPQ;DDX39B;TRA2B;SNRPA1;RNPS1
DNA-templated Transcription (GO:0006351)	10/203	9.567481650206693E-5	0.003550311433982105	0	0	4.773700522866539	44.1784761647087	IVNS1ABP;POLR2J3;PRMT5;DDX5;TAF10;DDX56;POLR2E;RNPS1;POLRMT;ATF4
RNA Transport (GO:0050658)	5/43	1.1088089118417266E-4	0.004006301673575501	0	0	11.94313909774436	108.7668125156681	DDX39A;POM121C;DDX39B;NUP62;HNRNPA1
mRNA Metabolic Process (GO:0016071)	7/101	1.3578311504819956E-4	0.004780261973363538	0	0	6.801418439716312	60.56290190276161	SYNCRIP;DDX5;SFPQ;SF3A1;SF3A2;SRSF9;TBRG4
Regulation of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)	3/10	1.5360398710549761E-4	0.005272456857396206	0	0	38.61504424778761	339.0838308403595	SYNCRIP;EIF4A3;PABPC1
Regulation of Cytoplasmic Translation (GO:2000765)	4/26	1.835237782123028E-4	0.006145808475255896	0	0	16.442828282828284	141.4603864444065	SYNCRIP;PKM;CNBP;PABPC1
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	20/732	2.0816158106342036E-4	0.006804901209525623	0	0	2.642062254717488	22.397279439539936	TFAP2A;DDX5;UBE2I;CTBP1;RPL23;CNBP;UBE2D3;SUPT4H1;YWHAZ;BMP4;RPS14;DNAJB1;SFPQ;NACA;C1QBP;PAF1;ETF1;EZR;LYAR;ATF4
Regulation of Myeloid Cell Differentiation (GO:0045637)	4/27	2.135721442263655E-4	0.006819408233088369	0	0	15.727149758454106	132.91857032127646	HSPA9;HOXA9;EIF6;PAF1
Negative Regulation of Protein Metabolic Process (GO:0051248)	8/146	2.3348635691592868E-4	0.007285835637399319	0	0	5.307102105056069	44.3800411796587	SYNCRIP;CSTB;IFRD2;EIF4A3;SERBP1;RACK1;RPL13A;MAD2L1
Regulation of Primary Metabolic Process (GO:0080090)	7/113	2.7249316511037335E-4	0.008314069237700948	0	0	6.027876933537311	49.47619315792018	HNRNPL;PTBP1;HNRNPH1;TRA2B;TAF10;HNRNPA1;TARBP2
Regulation of Gene Expression (GO:0010468)	26/1126	3.4319947587713824E-4	0.010243758269115453	0	0	2.243708016121809	17.898504708687597	CLSTN1;SUPT4H1;RPL6;SPOUT1;ACTG1;HDAC7;PTBP1;HNRNPDL;TRA2B;RACK1;HNRNPA1;SLC38A2;TFAP2A;WWTR1;PRMT5;RPL23;CNBP;TAF10;HNRNPL;BMP4;SFPQ;HNRNPH1;MATR3;EZR;AJUBA;ATF4
Cellular Response to Arsenic-Containing Substance (GO:0071243)	3/13	3.5716440991646713E-4	0.01043376031521935	0	0	27.02654867256637	214.51821261562736	VCP;HNRNPA1;SLC38A2
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943)	4/34	5.310207404925183E-4	0.015189405764504744	0	0	12.053333333333333	90.89068491029568	PIH1D1;DDX56;LYAR;ATF4
Positive Regulation of Cytoplasmic Translation (GO:2000767)	3/15	5.589544430579003E-4	0.015662131639153004	0	0	22.51991150442478	168.66158423940172	SYNCRIP;PKM;PABPC1
mRNA Export From Nucleus (GO:0006406)	5/61	5.827260488367492E-4	0.016001657301057133	0	0	8.097098214285714	60.30551448671898	DDX19A;DDX39A;DDX39B;ALYREF;EIF4A3
'De Novo' Post-Translational Protein Folding (GO:0051084)	4/36	6.628652372463595E-4	0.017502191744985608	0	0	11.29888888888889	82.69587685649373	HSPA9;DNAJB1;HSPA8;TCP1
Cytoplasmic Translational Initiation (GO:0002183)	4/36	6.628652372463595E-4	0.017502191744985608	0	0	11.29888888888889	82.69587685649373	EIF4A2;EIF4A1;EIF4H;EIF3G
Regulation of mRNA Processing (GO:0050684)	4/37	7.367878653563424E-4	0.01908697621008034	0	0	10.955959595959596	79.0276432612714	RBM39;RBM23;HDAC7;SF1
Protein-Containing Complex Disassembly (GO:0032984)	5/65	7.80516181853731E-4	0.019845346623799495	0	0	7.555803571428571	54.06596867093414	HSPA8;VCP;RPL23;ETF1;GSPT1
Regulation of Ubiquitin Protein Ligase Activity (GO:1904666)	3/17	8.217583677931086E-4	0.02051407707236251	0	0	19.300884955752213	137.11472512019697	UBE2S;RPL23;MAD2L1
Positive Regulation of DNA-templated Transcription (GO:0045893)	27/1274	9.753417286250075E-4	0.02391328916789527	0	0	2.0497550556980317	14.210383316914893	EIF4A1;FLII;TGFB1I1;SUPT4H1;HOXA10;BCLAF1;NUP62;LYAR;TFAP2A;WWTR1;JAG1;CNBP;TAF10;DDX56;PTOV1;ILF2;RNF40;GNL3;BMP4;MORF4L1;SFPQ;PKM;NACA;APEX1;PAF1;RBM23;ATF4
Regulation of Translational Initiation (GO:0006446)	5/69	0.0010245439534026276	0.02467892715827733	0	0	7.082170758928571	48.75017687325293	EIF4A2;EIF4H;EIF4G2;EIF1;PPP1CA
rRNA Methylation (GO:0031167)	3/19	0.0011519579926322517	0.027269626273863475	0	0	16.886615044247787	114.25977135606387	FBL;EMG1;NOP2
Positive Regulation of Protein Localization to Chromosome, Telomeric Region (GO:1904816)	2/5	0.0012036218405421758	0.02758133752112921	0	0	59.81497797356828	402.1014082581669	TCP1;GNL3
Negative Regulation of Programmed Cell Death (GO:0043069)	12/381	0.0012053024408359451	0.02758133752112921	0	0	2.997414858941216	20.14569946880661	TFAP2A;HSPA9;ARL6IP1;PLK2;ARHGDIA;ANXA5;NUP62;BIRC5;RPS3A;PHB2;YWHAZ;TPT1
Import Into Nucleus (GO:0051170)	5/75	0.0014910714800443258	0.03356133019837474	0	0	6.473214285714286	42.12936357072594	POM121C;NUP62;HNRNPA1;PHB2;RAN
Negative Regulation of Myeloid Cell Differentiation (GO:0045638)	3/22	0.0017863401597160815	0.038448447707045384	0	0	14.21821145784816	89.9669608230701	HSPA9;HOXA9;PAF1
- Reg of Nuclear-Transcribed mRNA Cat Proc, Nonsense-Mediated Decay (GO:2000623)	2/6	0.0017922073221055387	0.038448447707045384	0	0	44.859030837004404	283.7022952056896	SYNCRIP;PABPC1
Cellular Response to Iron Ion (GO:0071281)	2/6	0.0017922073221055387	0.038448447707045384	0	0	44.859030837004404	283.7022952056896	TFAP2A;SLC25A39
Mitotic Nuclear Division (GO:0140014)	4/47	0.001824654019769337	0.03854230721758922	0	0	8.403927648578811	52.998234245369595	PPP1CC;UBE2S;NUP62;RAN
Negative Regulation of Response to Biotic Stimulus (GO:0002832)	4/48	0.00197339220096733	0.03940229431479519	0	0	8.212525252525252	51.14761784740476	DDX39A;C1QBP;LYAR;YWHAZ
Erythrocyte Differentiation (GO:0030218)	4/48	0.00197339220096733	0.03940229431479519	0	0	8.212525252525252	51.14761784740476	HSPA9;RPS14;ACIN1;LYAR
Protein Import Into Nucleus (GO:0006606)	5/80	0.001985997144653104	0.03940229431479519	0	0	6.040178571428571	37.57978127872913	POM121C;RPL23;NUP62;PHB2;RAN
Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176)	3/23	0.0020375549135837278	0.03940229431479519	0	0	13.506637168141593	83.68718820917401	RACK1;PYCR1;ATF4
U2-type Prespliceosome Assembly (GO:1903241)	3/23	0.0020375549135837278	0.03940229431479519	0	0	13.506637168141593	83.68718820917401	SF3A1;SF3A2;SNRPA1
Maturation of LSU-rRNA (GO:0000470)	3/23	0.0020375549135837278	0.03940229431479519	0	0	13.506637168141593	83.68718820917401	EIF6;NOP2;RPL35
Mitotic Sister Chromatid Segregation (GO:0000070)	6/120	0.002253656481224675	0.042975977065576085	0	0	4.780741090394147	29.139579208976908	PPP1CC;BOD1;PRC1;NUP62;BIRC5;RAN
Establishment of Centrosome Localization (GO:0051660)	2/7	0.002490725422753419	0.04621305412757357	0	0	35.88546255506608	215.13985320853166	EZR;MAD2L1
rRNA Base Methylation (GO:0070475)	2/7	0.002490725422753419	0.04621305412757357	0	0	35.88546255506608	215.13985320853166	EMG1;NOP2
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	3/25	0.002603268532881948	0.0476571692752922	0	0	12.277554304102976	73.06357213838838	HSPA9;DNAJB1;HSPA8
Protein Localization to Nucleus (GO:0034504)	6/127	0.002991890134933083	0.05405085730609372	0	0	4.502612756179817	26.16850967302875	RRP7A;POM121C;NUP62;PAF1;PHB2;RAN
Regulation of Signal Transduction by P53 Class Mediator (GO:1901796)	4/54	0.00304538363276211	0.054302749711459444	0	0	7.224888888888889	41.86193388339929	PRMT5;RPL23;NOP2;RPS20
Mitotic Spindle Organization (GO:0007052)	5/89	0.0031642071108408305	0.05519929959749887	0	0	5.390625	31.027643852688453	VCP;PRC1;PLK2;BIRC5;RAN
Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)	3/27	0.0032570547499058593	0.05519929959749887	0	0	11.253318584070797	64.44698966286256	EIF4A3;RNPS1;GSPT1
miRNA-mediated Post-Transcriptional Gene Silencing (GO:0035195)	3/27	0.0032570547499058593	0.05519929959749887	0	0	11.253318584070797	64.44698966286256	EIF6;AJUBA;RAN
- Reg of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Sgnlng Pway (GO:1903377)	2/8	0.003296680675160166	0.05519929959749887	0	0	29.90308370044053	170.89131411683343	PYCR1;ATF4
Negative Regulation of Ubiquitin Protein Ligase Activity (GO:1904667)	2/8	0.003296680675160166	0.05519929959749887	0	0	29.90308370044053	170.89131411683343	RPL23;MAD2L1
Positive Regulation of Signal Transduction by P53 Class Mediator (GO:1901798)	3/28	0.003618261948973421	0.05895693390692797	0	0	10.802654867256637	60.72994915528133	DDX5;RPL23;RPS20
Protein Methylation (GO:0006479)	3/28	0.003618261948973421	0.05895693390692797	0	0	10.802654867256637	60.72994915528133	PRMT5;ETF1;GSPT1
Regulation of Osteoblast Differentiation (GO:0045667)	5/92	0.0036499194334223438	0.05895693390692797	0	0	5.203971674876847	29.210154170665806	BMP4;WWTR1;DDX5;ATF4;HDAC7
DNA-templated Transcription Elongation (GO:0006354)	3/29	0.004002980881902438	0.0634841865647417	0	0	10.386657590197414	57.34178648428447	SUPT4H1;POLR2E;PAF1
mRNA Transport (GO:0051028)	4/59	0.004197839394416718	0.0634841865647417	0	0	6.566464646464646	35.939477880788	DDX39A;DDX39B;ALYREF;EIF4A3
Translational Termination (GO:0006415)	2/9	0.0042076190658350285	0.0634841865647417	0	0	25.629955947136565	140.21785808894327	ETF1;GSPT1
Protein Localization to Nucleolus (GO:1902570)	2/9	0.0042076190658350285	0.0634841865647417	0	0	25.629955947136565	140.21785808894327	RRP7A;RAN
Mitotic Nuclear Membrane Organization (GO:0101024)	2/9	0.0042076190658350285	0.0634841865647417	0	0	25.629955947136565	140.21785808894327	UBE2I;REEP4
Mitotic Nuclear Membrane Reassembly (GO:0007084)	2/9	0.0042076190658350285	0.0634841865647417	0	0	25.629955947136565	140.21785808894327	UBE2I;REEP4
Regulation of Transcription by RNA Polymerase I (GO:0006356)	3/31	0.004844714893819693	0.07230210379580912	0	0	9.643805309734514	51.40019852538878	DDX56;LYAR;ATF4
Mitochondrial Gene Expression (GO:0140053)	5/100	0.005203699781974302	0.0731490609041587	0	0	4.763862781954887	25.050226547182348	MRPL53;MRPL9;POLRMT;MRPL55;TBRG4
CRD-mediated mRNA Stabilization (GO:0070934)	2/10	0.005221127435256775	0.0731490609041587	0	0	22.42511013215859	117.84489372983037	SYNCRIP;PABPC1
Positive Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	2/10	0.005221127435256775	0.0731490609041587	0	0	22.42511013215859	117.84489372983037	BIRC5;MAD2L1
Protein K27-linked Ubiquitination (GO:0044314)	2/10	0.005221127435256775	0.0731490609041587	0	0	22.42511013215859	117.84489372983037	RNF126;UBE2S
Mitotic Spindle Elongation (GO:0000022)	2/10	0.005221127435256775	0.0731490609041587	0	0	22.42511013215859	117.84489372983037	PRC1;BIRC5
Mitotic Spindle Midzone Assembly (GO:0051256)	2/10	0.005221127435256775	0.0731490609041587	0	0	22.42511013215859	117.84489372983037	PRC1;BIRC5
miRNA Processing (GO:0035196)	3/32	0.005302551671783606	0.0735394287409989	0	0	9.31080256332011	48.78457503467735	DDX5;SPOUT1;TARBP2
Regulation of Cell Population Proliferation (GO:0042127)	17/767	0.005540877795534523	0.07607625213268901	0	0	2.097735849056604	10.899001294298047	TFAP2A;WWTR1;JAG1;CTBP1;RPL23;TGFB1I1;CNBP;NOP2;GNL3;TBRG4;BMP4;RNF126;RPS15A;TMEM115;PRC1;NUP62;BIRC5
Embryonic Skeletal System Morphogenesis (GO:0048704)	3/33	0.005785544742281942	0.07864903892230798	0	0	9.0	46.37153482341698	TFAP2A;HOXA9;EIF4A3
Transcription by RNA Polymerase II (GO:0006366)	7/194	0.006111761306979083	0.07979564726409094	0	0	3.4032133738016093	17.348017257989063	POLR2J3;TAF10;DDX56;SUPT4H1;POLR2E;PAF1;ATF4
Regulation of Programmed Cell Death (GO:0043067)	7/195	0.0062810609832990826	0.07979564726409094	0	0	3.38494345409239	17.162395700232626	BMP4;MORF4L1;VCP;APEX1;NUP62;BCAR1;TPT1
- Reg of Nuclear-Transcribed mRNA Cat Proc, Deadenylation-Dep Decay (GO:1900152)	2/11	0.00633483288549593	0.07979564726409094	0	0	19.932452276064613	100.89193113891282	SYNCRIP;PABPC1
Negative Regulation of Ubiquitin-Protein Transferase Activity (GO:0051444)	2/11	0.00633483288549593	0.07979564726409094	0	0	19.932452276064613	100.89193113891282	RPL23;MAD2L1
Positive Regulation of Mitotic Cytokinesis (GO:1903490)	2/11	0.00633483288549593	0.07979564726409094	0	0	19.932452276064613	100.89193113891282	NUP62;BIRC5
Positive Regulation of Spindle Checkpoint (GO:0090232)	2/11	0.00633483288549593	0.07979564726409094	0	0	19.932452276064613	100.89193113891282	BIRC5;MAD2L1
Protein K29-linked Ubiquitination (GO:0035519)	2/11	0.00633483288549593	0.07979564726409094	0	0	19.932452276064613	100.89193113891282	RNF126;UBE2S
Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206)	2/11	0.00633483288549593	0.07979564726409094	0	0	19.932452276064613	100.89193113891282	ATP5F1B;IMPDH2
Positive Regulation of Programmed Cell Death (GO:0043068)	8/248	0.006724205978023699	0.08393031643478673	0	0	3.0361990950226243	15.18719366499736	HSPA9;BMP4;BCLAF1;C1QBP;RACK1;ACIN1;RNPS1;ATF4
Negative Regulation of Apoptotic Process (GO:0043066)	12/474	0.007002741651119466	0.08661949808096421	0	0	2.3829074151654797	11.82268443561611	TFAP2A;HSPA9;ARL6IP1;PLK2;ARHGDIA;ANXA5;NUP62;BIRC5;RPS3A;PHB2;YWHAZ;TPT1
Positive Regulation of RNA Splicing (GO:0033120)	3/36	0.0073889016579861905	0.09058001764656286	0	0	8.180611423974256	40.148609888585035	PRMT5;TRA2B;SLC38A2
Positive Regulation of Protein Metabolic Process (GO:0051247)	7/202	0.0075658225021776925	0.09186206750579108	0	0	3.2623007623007623	15.933449520153703	VCP;EIF6;PLK2;EIF4A3;EZR;EEF2;OAZ2
Negative Regulation of Gene Expression (GO:0010629)	10/363	0.007655014665603546	0.09186206750579108	0	0	2.5892868692356448	12.616026670904528	BMP4;SYNCRIP;PTBP1;IFRD2;EIF4A3;SERBP1;RACK1;RPL13A;PABPC1;RPS13
Negative Regulation of Immune Response (GO:0050777)	4/70	0.00769420084717114	0.09186206750579108	0	0	5.469090909090909	26.61964257959131	DDX39A;PLK2;YWHAZ;LYAR
Positive Regulation of Apoptotic Process (GO:0043065)	9/313	0.0085827984435666	0.10046208338388372	0	0	2.700269138755981	12.847867762214204	TFAP2A;HSPA9;BMP4;BCLAF1;C1QBP;RACK1;ACIN1;RNPS1;ATF4
Maturation of SSU-rRNA (GO:0030490)	3/38	0.008589528132813797	0.10046208338388372	0	0	7.712389380530974	36.68946727343131	RPS14;RPS28;PWP2
Mitotic Cell Cycle Phase Transition (GO:0044772)	5/113	0.008644355921762431	0.10046208338388372	0	0	4.187748015873016	19.8953570730774	UBE2S;PLK2;ENSA;BIRC5;GSPT1
Negative Regulation of Defense Response to Virus (GO:0050687)	2/13	0.008853541215914007	0.10046208338388372	0	0	16.306768121746096	77.08107802071692	C1QBP;TARBP2
Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	2/13	0.008853541215914007	0.10046208338388372	0	0	16.306768121746096	77.08107802071692	BMP4;TPM1
Response to Iron Ion (GO:0010039)	2/13	0.008853541215914007	0.10046208338388372	0	0	16.306768121746096	77.08107802071692	TFAP2A;SLC25A39
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	3/39	0.00923017465737858	0.10358964004323205	0	0	7.497787610619469	35.129214151140495	BCLAF1;SFPQ;RACK1
