gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
A1BG	221.3917	-0.0418	0.1077	0.1839	0.868
A1BG-AS1	60.4599	0.0053	0.1071	0.8327	0.9854
A2M	3.4624	-0.0027	0.1127	0.7089	NA
A2M-AS1	1.1748	-0.0044	0.1213	0.2846	NA
A2ML1	154.8189	0.0126	0.1033	0.7023	0.9724
A4GALT	588.3627	0.0426	0.0979	0.3191	0.9
AAAS	933.005	-0.0424	0.097	0.3309	0.901
AACS	880.3505	-0.0109	0.0945	0.8084	0.9839
AACSP1	0.24	-7e-04	0.1199	0.7975	NA
AADAC	0.2605	9e-04	0.1202	0.7459	NA
AADAT	228.3092	-0.0084	0.1013	0.8171	0.985
AAED1	260.8587	-0.0085	0.1003	0.8216	0.9851
AAGAB	1370.5578	0.0198	0.0939	0.6634	0.969
AAK1	840.2325	0.038	0.1001	0.3425	0.9041
AAMDC	112.827	-0.0269	0.1061	0.3721	0.9111
AAMP	3325.5251	-0.0211	0.0935	0.6454	0.9672
AANAT	0.4998	1e-04	0.1192	0.9685	NA
AAR2	724.6714	0.0284	0.096	0.5161	0.9411
AARS	3376.0995	0.1138	0.1032	0.0211	0.65
AARS2	1008.2906	0.0542	0.0979	0.2165	0.8785
AARSD1	407.6867	-0.0086	0.0999	0.8228	0.9851
AASDH	206.0751	-0.0108	0.1015	0.764	0.9791
AASDHPPT	1651.866	0.0036	0.093	0.9374	0.9946
AASS	300.1246	-0.0059	0.1027	0.861	0.9883
AATF	1607.4336	0.0199	0.0929	0.6676	0.9696
AATK	12.194	-0.0082	0.1115	0.514	0.9406
ABAT	194.0362	-0.0418	0.1045	0.2373	0.886
ABCA1	198.5927	0.0549	0.1095	0.0985	0.821
ABCA10	0.4689	-0.0014	0.1206	0.6446	NA
ABCA11P	97.1057	0.0104	0.1053	0.7229	0.9755
ABCA12	11.2495	-0.0047	0.1113	0.703	0.9724
ABCA17P	0.2394	-7e-04	0.1199	0.7982	NA
ABCA2	1599.4329	0.0665	0.1025	0.1123	0.8288
ABCA3	398.7431	0.0436	0.1009	0.2731	0.8919
ABCA4	198.0302	-0.0218	0.1025	0.5365	0.9444
ABCA5	45.6893	-0.0443	0.1155	0.048	0.7463
ABCA7	301.705	-0.0162	0.1019	0.6488	0.9682
ABCB10	729.2821	-0.0321	0.0961	0.4637	0.9269
ABCB4	0.277	0.001	0.1202	0.7368	NA
ABCB5	1.1232	-0.004	0.1207	0.317	NA
ABCB6	1332.788	-0.0803	0.0975	0.0875	0.8071
ABCB7	412.7872	0.0064	0.0979	0.8762	0.9899
ABCB8	838.7667	0.0236	0.0952	0.5955	0.9563
ABCB9	178.8103	-0.0097	0.1033	0.769	0.9791
ABCC1	2594.2131	0.0594	0.0988	0.174	0.8611
ABCC10	477.5417	0.0279	0.0987	0.4943	0.9339
ABCC11	0.5336	0.0017	0.1207	0.5724	NA
ABCC2	36.9804	0.0114	0.1093	0.5706	0.9544
ABCC3	325.0707	-0.0089	0.0993	0.8194	0.985
ABCC4	721.9286	0.0125	0.0984	0.7574	0.9789
ABCC5	920.6382	-0.0051	0.0977	0.902	0.991
ABCC6	117.1953	0.0064	0.1044	0.8344	0.9854
ABCC6P1	41.0447	-0.0269	0.1111	0.1953	0.8709
ABCC6P2	28.7185	0.0012	0.1094	0.9467	0.9956
ABCD1	384.4051	0.0379	0.0994	0.353	0.908
ABCD3	1990.4471	-0.0208	0.0939	0.6478	0.9679
ABCD4	241.4183	-0.0113	0.1006	0.7624	0.9791
ABCE1	4022.7681	0.0399	0.092	0.4017	0.9185
ABCF1	3523.1858	0.0581	0.0926	0.2262	0.8832
ABCF2	2784.9076	0.0946	0.0995	0.0479	0.7463
ABCF3	1384.5176	0.0376	0.094	0.4143	0.9204
ABCG1	0.9906	2e-04	0.1153	0.9609	NA
ABCG2	47.1291	-0.0127	0.1084	0.5766	0.9552
ABCG4	2.9662	6e-04	0.1128	0.9257	NA
ABCG8	0.2605	9e-04	0.1202	0.7459	NA
ABHD1	1.0639	0.0019	0.117	0.6147	NA
ABHD10	505.1214	-0.0725	0.1025	0.0911	0.8087
ABHD11	1064.6778	-0.0212	0.0949	0.6354	0.9654
ABHD12	1683.7901	-0.0467	0.0961	0.2966	0.8992
ABHD12B	6.147	-0.0022	0.1119	0.8128	0.985
ABHD13	439.2459	0.0117	0.0977	0.7767	0.9806
ABHD14A	163.2108	-0.0378	0.1059	0.2493	0.8873
ABHD14A-ACY1	1.8238	0.0062	0.1268	0.1616	NA
ABHD14B	242.0802	-0.1136	0.1326	0.0059	0.4962
ABHD15	506.5222	-0.0454	0.0984	0.2858	0.8971
ABHD16A	1067.9197	0.051	0.0956	0.2624	0.89
ABHD16B	105.9937	-0.0128	0.1051	0.6686	0.9698
ABHD17A	1680.2874	-0.0197	0.0966	0.6449	0.9672
ABHD17B	606.5657	0.0463	0.099	0.2709	0.8904
ABHD17C	426.6061	-0.0135	0.0978	0.7431	0.9761
ABHD2	1220.4171	0.0558	0.0998	0.1889	0.8684
ABHD3	440.3173	-0.0681	0.1034	0.1011	0.8212
ABHD4	1020.156	0.0398	0.0955	0.375	0.9119
ABHD5	551.5718	-0.0106	0.0966	0.8038	0.9839
ABHD6	176.945	-0.0104	0.1022	0.7649	0.9791
ABHD8	696.8454	-0.0277	0.0977	0.508	0.9397
ABI1	1106.7714	-0.0073	0.0939	0.8722	0.9894
ABI2	1726.2231	0.0035	0.0952	0.9373	0.9946
ABI3BP	1.6202	0.0035	0.1173	0.4189	NA
ABL1	2584.4699	0.0764	0.099	0.0942	0.8162
ABL2	665.0423	0.0545	0.102	0.1758	0.8611
ABLIM1	5498.5196	0.0669	0.0991	0.1321	0.8492
ABR	1321.447	0.0026	0.0932	0.9552	0.9956
ABRACL	303.0025	-0.0765	0.1102	0.0491	0.7511
ABT1	1038.002	-0.0138	0.0961	0.7491	0.9769
ABTB1	612.3973	-0.0343	0.0977	0.4173	0.9204
ABTB2	1419.5788	0.128	0.1187	0.0081	0.5196
AC002116.7	5.2967	-0.0092	0.1143	0.2376	0.886
AC002480.3	93.0533	-0.0013	0.1053	0.9629	0.9956
AC003102.3	3.9347	-0.0025	0.1124	0.742	NA
AC003665.1	18.537	0.0139	0.1112	0.3662	0.9102
AC004019.13	0.2289	-7e-04	0.1199	0.8029	NA
AC004862.6	0.2289	-7e-04	0.1199	0.8029	NA
AC004893.11	35.9802	0.0133	0.1093	0.5186	0.9416
AC005550.4	2.1951	-0.0036	0.1144	0.5054	NA
AC005592.2	2.9979	-0.001	0.1127	0.8856	NA
AC005594.3	2.9421	0.013	0.1528	0.0346	NA
AC006272.1	0.7337	-6e-04	0.1174	0.8491	NA
AC007038.7	1.9865	3e-04	0.1136	0.9478	NA
AC007040.7	34.4015	-0.0219	0.1106	0.2749	0.8936
AC007099.1	0.5223	0.0016	0.1212	0.5949	NA
AC007246.3	32.6837	-0.027	0.112	0.1578	0.8607
AC007551.3	4.4048	-0.0023	0.1124	0.7727	NA
AC007743.1	0.5458	0.0016	0.1213	0.5866	NA
AC007773.2	13.0311	-0.0172	0.1128	0.1775	0.8611
AC008697.1	0.2289	-7e-04	0.1199	0.8029	NA
AC009299.3	44.349	-0.0275	0.1106	0.2137	0.8774
AC009473.1	1.685	-0.002	0.1145	0.6813	NA
AC009501.4	10.2448	0.0014	0.1114	0.9013	0.9909
AC009948.5	42.9165	-0.0131	0.1088	0.5496	0.9489
AC010226.4	4.289	-2e-04	0.1123	0.9798	NA
AC010524.2	0.9801	-0.0016	0.1161	0.6851	NA
AC010890.1	0.489	1e-04	0.1193	0.9753	NA
AC011718.2	0.2289	-7e-04	0.1199	0.8029	NA
AC011738.4	1.0916	0.0035	0.1219	0.3366	NA
AC011747.7	9.3242	-0.004	0.1116	0.7169	0.9748
AC012314.8	11.7195	-0.0015	0.1111	0.9021	0.991
AC012507.3	0.8187	0.0025	0.1212	0.4479	NA
AC016582.2	0.9659	-0.0016	0.1162	0.6824	NA
AC016629.8	17.2781	0.0129	0.1112	0.387	0.9162
AC018799.1	0.2729	9e-04	0.1202	0.7407	NA
AC022007.5	10.4573	-0.0098	0.1121	0.3751	0.9119
AC024592.9	0.2734	0.001	0.1202	0.7402	NA
AC058791.1	4.3659	-0.0037	0.1126	0.6232	NA
AC072062.1	3.2429	0.0015	0.1127	0.8245	NA
AC073283.4	1.5238	0.0033	0.1173	0.4344	NA
AC074138.3	5.3391	-0.007	0.1127	0.412	0.9201
AC074289.1	2.7995	-0.0021	0.1129	0.7464	NA
AC079145.4	2.5653	0.0023	0.1132	0.7009	NA
AC079586.1	0.5458	0.0016	0.1213	0.5866	NA
AC079776.3	0.24	-7e-04	0.1199	0.7975	NA
AC091729.9	48.494	-0.0384	0.1129	0.0936	0.8142
AC092295.7	5.3127	-0.0068	0.1128	0.4146	0.9204
AC093391.2	0.5135	3e-04	0.1191	0.9283	NA
AC093690.1	1.8035	0.0047	0.1176	0.321	NA
AC095067.1	5.2374	3e-04	0.112	0.9739	0.9959
AC096559.1	0.2605	9e-04	0.1202	0.7459	NA
AC097662.2	2.9382	-0.004	0.1137	0.5118	NA
AC104653.1	0.7411	-6e-04	0.1174	0.8459	NA
AC137932.6	0.7737	0.0012	0.1167	0.749	NA
AC144449.1	1.2778	0.0013	0.1144	0.7746	NA
AC159540.1	5.1795	-0.0029	0.1122	0.7337	0.976
AC159540.1-2	45.1295	0.0116	0.1086	0.5982	0.9572
AC226118.1	1.0226	0.0021	0.1164	0.6	NA
ACAA1	1007.6666	0.0038	0.0946	0.9317	0.9939
ACAA2	3457.2963	-0.0143	0.0916	0.7629	0.9791
ACACA	2160.0338	0.0561	0.1009	0.1762	0.8611
ACACB	35.2596	-0.0082	0.1095	0.6654	0.969
ACAD10	270.5962	-0.0193	0.1002	0.615	0.959
ACAD11	344.8105	-0.0036	0.0993	0.9258	0.9934
ACAD8	260.8166	-0.018	0.1006	0.6332	0.9646
ACAD9	1138.7625	-2e-04	0.0941	0.9965	0.9991
ACADL	0.24	-7e-04	0.1199	0.7975	NA
ACADM	1802.0212	-0.0369	0.0929	0.4311	0.9218
ACADS	478.7788	-0.0545	0.0995	0.2	0.874
ACADSB	568.1057	-0.0323	0.0983	0.4373	0.9227
ACADVL	3877.2663	-0.028	0.0923	0.5521	0.9489
ACAN	1.2644	0.0012	0.1148	0.7887	NA
ACAP1	1.4201	-0.0054	0.1228	0.2153	NA
ACAP2	1617.5151	0.0504	0.0983	0.2422	0.886
ACAP3	547.7101	-0.0232	0.0982	0.5728	0.9544
ACAT1	1809.0729	-0.0448	0.0952	0.3237	0.9
ACAT2	934.8986	-0.0905	0.1033	0.0468	0.7463
ACBD3	1360.8524	0.0297	0.0955	0.5027	0.9369
ACBD4	154.3514	-0.1242	0.1488	0.0022	0.3676
ACBD5	802.7419	-0.0144	0.0959	0.7404	0.9761
ACBD6	795.3746	0.0128	0.0961	0.7669	0.9791
ACBD7	110.3879	-0.0771	0.1208	0.0191	0.6411
ACCS	49.5073	-0.028	0.1109	0.1975	0.8721
ACD	681.2125	0.0284	0.0966	0.5109	0.9399
ACE	4.2809	-0.0045	0.1127	0.5608	NA
ACE2	144.8622	-0.0234	0.1044	0.4702	0.9295
ACER2	117.5412	0.0189	0.1073	0.4728	0.9308
ACER3	385.0326	-5e-04	0.0997	0.9897	0.9973
ACHE	115.0658	-0.02	0.1049	0.5192	0.9416
ACIN1	4016.0191	0.095	0.096	0.0538	0.759
ACKR2	81.7144	0.0179	0.1065	0.518	0.9416
ACKR3	0.2605	9e-04	0.1202	0.7459	NA
ACKR4	5.7536	0.0019	0.112	0.8319	0.9854
ACLY	5920.8601	0.0691	0.0962	0.1381	0.8585
ACMSD	1.0072	0.0018	0.1171	0.6356	NA
ACN9	202.6805	-0.0728	0.1113	0.0503	0.7518
ACO1	1632.4808	0.0283	0.0943	0.5323	0.9437
ACO2	5398.0791	0.0347	0.0912	0.4707	0.9297
ACOT1	80.9926	-0.0474	0.1138	0.0667	0.7775
ACOT11	4.8049	-0.0069	0.113	0.3906	0.9162
ACOT13	597.4188	-0.0704	0.1011	0.1053	0.8257
ACOT2	479.0967	-0.0594	0.1004	0.1614	0.8611
ACOT4	62.3911	-0.0394	0.1119	0.1124	0.8288
ACOT6	0.2305	-7e-04	0.1199	0.8016	NA
ACOT7	1827.8546	-0.0079	0.0958	0.8563	0.988
ACOT8	362.3227	-0.0254	0.1006	0.5064	0.9387
ACOT9	848.8334	-0.0109	0.0955	0.8036	0.9839
ACOX1	1135.6507	-0.013	0.095	0.7695	0.9791
ACOX2	305.3916	-0.0196	0.1005	0.6055	0.9581
ACOX3	370.3331	-0.0592	0.1021	0.1488	0.8598
ACOXL	0.7947	0.0029	0.1206	0.416	NA
ACP1	1952.7279	-0.0302	0.0959	0.4922	0.9331
ACP2	1121.8041	0.0461	0.0953	0.3103	0.8998
ACP5	2.6001	-0.0071	0.1192	0.1944	NA
ACP6	151.1039	-0.0368	0.1054	0.2693	0.8901
ACPL2	241.5075	-0.0556	0.1048	0.1421	0.8598
ACPP	3.5709	-0.0023	0.1127	0.7453	NA
ACPT	0.2605	9e-04	0.1202	0.7459	NA
ACR	0.7418	-7e-04	0.1166	0.8373	NA
ACRBP	0.8064	0.0029	0.1206	0.4109	NA
ACRC	9.8882	0.0104	0.1121	0.3563	0.9092
ACRV1	1.1946	-0.002	0.1166	0.6046	NA
ACSBG1	2.0279	0.0023	0.1135	0.6824	NA
ACSBG2	1.0294	0.0023	0.1166	0.5675	NA
ACSF2	212.6732	-0.0138	0.1019	0.6978	0.9722
ACSF3	394.9363	-0.008	0.0983	0.844	0.986
ACSL1	628.4057	-0.0161	0.0967	0.7051	0.9724
ACSL3	1740.7106	0.0253	0.0937	0.5809	0.9552
ACSL4	248.3571	-0.0071	0.1014	0.8433	0.986
ACSL5	35.9861	-0.0024	0.1089	0.9063	0.9922
ACSM1	1.4913	0.0023	0.1149	0.6259	NA
ACSM3	233.0894	-0.0613	0.1087	0.0871	0.807
ACSS1	285.121	-0.0718	0.1081	0.0655	0.7756
ACSS2	676.2873	-0.0099	0.0961	0.819	0.985
ACSS3	0.8325	0.0021	0.1175	0.5696	NA
ACTA1	0.5123	1e-04	0.1191	0.9648	NA
ACTA2	379.948	-0.0706	0.1044	0.0871	0.807
ACTB	183123.3843	0.0123	0.0923	0.7926	0.9836
ACTBL2	1.5349	0.002	0.1146	0.6765	NA
ACTC1	103.0821	-0.0133	0.1057	0.645	0.9672
ACTG1	48442.675	0.0049	0.0906	0.9184	0.9932
ACTG1P4	0.2296	-7e-04	0.1199	0.8024	NA
ACTG2	21.76	0.0023	0.1101	0.8864	0.9899
ACTL10	25.6484	0.0139	0.1106	0.4159	0.9204
ACTL6A	1149.0791	-0.0302	0.0943	0.5063	0.9386
ACTN1	9117.9457	0.0895	0.096	0.0662	0.7756
ACTN1-AS1	0.2758	0.001	0.1202	0.738	NA
ACTN3	1.7237	-5e-04	0.1136	0.9275	NA
ACTN4	34309.7199	0.1433	0.1107	0.0062	0.5031
ACTR10	1055.1185	-0.0518	0.0962	0.2501	0.8873
ACTR1A	2522.7824	-0.0334	0.0936	0.4695	0.9293
ACTR1B	1774.6385	-0.0525	0.0944	0.2585	0.89
ACTR2	7050.5962	-0.0035	0.0922	0.9406	0.9946
ACTR3	8590.079	0.0021	0.0903	0.9657	0.9956
ACTR3B	297.5117	0.0022	0.0995	0.9546	0.9956
ACTR3C	66.1808	-0.0191	0.1077	0.4542	0.9246
ACTR5	169.5791	-0.0255	0.1035	0.4535	0.9241
ACTR6	314.3956	-0.0536	0.1029	0.1729	0.8611
ACTR8	590.2435	0.0067	0.0965	0.8754	0.9896
ACTRT3	113.1504	-0.0379	0.1073	0.2186	0.8812
ACVR1	154.8092	0.0012	0.103	0.9706	0.9959
ACVR1B	699.0825	0.063	0.1013	0.1357	0.8556
ACVR1C	3.8548	-0.0034	0.113	0.6137	NA
ACVR2A	153.3248	-0.0252	0.1054	0.4169	0.9204
ACVR2B	390.5533	0.0716	0.1093	0.0607	0.7686
ACVR2B-AS1	4.2164	-0.0016	0.1123	0.8413	NA
ACVRL1	98.4711	0.005	0.1054	0.8605	0.9883
ACY1	499.4701	-0.0619	0.1016	0.1388	0.8585
ACY3	27.4268	-0.0126	0.1101	0.4883	0.9323
ACYP1	57.9022	-0.0603	0.1205	0.0191	0.6411
ACYP2	68.9028	-0.0269	0.1085	0.2995	0.8992
AD000090.2	23.5448	-0.0304	0.1144	0.0707	0.7825
ADA	248.7271	-0.0289	0.1021	0.4292	0.9207
ADAL	86.8934	-0.0659	0.1185	0.0266	0.6814
ADAM10	9199.593	0.0714	0.0968	0.1239	0.8342
ADAM11	67.4965	0.0053	0.1069	0.8337	0.9854
ADAM15	3312.9706	0.0286	0.0925	0.5415	0.9465
ADAM17	1099.2945	0.0699	0.1044	0.0891	0.8072
ADAM19	5.6001	-0.0025	0.1122	0.765	0.9791
ADAM1A	42.6411	0.009	0.1085	0.6797	0.9708
ADAM20	1.0677	0.0041	0.1216	0.2973	NA
ADAM20P1	3.2221	-0.0019	0.1127	0.789	NA
ADAM22	216.2413	0.0304	0.1051	0.348	0.9067
ADAM23	1.2211	-5e-04	0.1147	0.9032	NA
ADAM28	2.3163	0.0024	0.1138	0.6558	NA
ADAM32	1.3243	-5e-04	0.115	0.9044	NA
ADAM33	2.8745	-0.0026	0.113	0.6858	NA
ADAM8	4.651	0.004	0.1124	0.6252	0.9627
ADAM9	8018.089	0.0404	0.095	0.3733	0.9119
ADAMTS1	1277.2594	0.0413	0.0971	0.3423	0.9041
ADAMTS10	40.4065	-1e-04	0.1089	0.9972	0.9991
ADAMTS13	15.5922	-3e-04	0.1107	0.9804	0.9961
ADAMTS14	1.3336	0.0027	0.117	0.5055	NA
ADAMTS15	1728.976	0.0716	0.0983	0.1153	0.8296
ADAMTS16	20.5001	0.0247	0.1129	0.1265	0.8412
ADAMTS17	13.9159	-0.0104	0.1114	0.4377	0.9227
ADAMTS18	0.6904	-0.0019	0.1208	0.5418	NA
ADAMTS2	0.8328	-2e-04	0.1161	0.9588	NA
ADAMTS3	13.8756	0.0097	0.1113	0.4709	0.9299
ADAMTS4	1.0585	5e-04	0.1152	0.9072	NA
ADAMTS6	0.48	-0.0014	0.1207	0.6399	NA
ADAMTS7	129.0931	0.0011	0.1038	0.9732	0.9959
ADAMTS8	246.9045	-0.0058	0.1009	0.8738	0.9894
ADAMTS9	1030.7876	0.092	0.111	0.0302	0.7056
ADAMTSL2	0.9608	-0.0013	0.1168	0.7165	NA
ADAMTSL3	399.9943	0.038	0.1039	0.2846	0.8965
ADAMTSL4	189.0514	-0.0506	0.1069	0.1439	0.8598
ADAMTSL4-AS1	0.7028	-0.0023	0.12	0.4923	NA
ADAMTSL5	297.1833	0.0102	0.1018	0.7746	0.9802
ADAP1	553.3446	-0.0319	0.0974	0.4534	0.9241
ADAP2	219.9501	-0.0183	0.102	0.6075	0.9581
ADAR	5982.0887	0.0612	0.0979	0.17	0.8611
ADARB1	257.2215	-0.0083	0.1007	0.8236	0.9851
ADAT1	298.9111	0.0171	0.1039	0.5978	0.9572
ADAT2	129.6679	-0.0262	0.1052	0.4055	0.9185
ADAT3	189.3876	-0.0011	0.1033	0.9743	0.9959
ADC	19.7656	0.0074	0.1106	0.6275	0.9634
ADCK1	209.1259	0.0039	0.1013	0.9141	0.9932
ADCK2	686.1016	-0.0281	0.0961	0.519	0.9416
ADCK3	372.916	-0.0394	0.0996	0.3331	0.9014
ADCK4	768.8794	-0.0053	0.0951	0.9047	0.9917
ADCK5	230.1136	-0.0742	0.1106	0.051	0.7534
ADCY1	6.3355	0.0094	0.1133	0.2815	0.8964
ADCY10	0.494	2e-04	0.1193	0.9403	NA
ADCY10P1	9.5918	-0.0077	0.1119	0.4724	0.9307
ADCY3	1303.944	0.0085	0.0955	0.8455	0.9862
ADCY5	220.5722	0.0261	0.1017	0.4788	0.932
ADCY6	4214.8652	0.0078	0.0961	0.8572	0.988
ADCY7	939.2727	0.0449	0.0978	0.2971	0.8992
ADCY9	1212.5422	0.1045	0.1145	0.0179	0.6362
ADCYAP1R1	0.7186	-0.002	0.1208	0.5244	NA
ADD1	4017.8826	0.0431	0.0932	0.3584	0.9093
ADD2	11.7572	0.0027	0.1112	0.8243	0.9853
ADD3	1254.258	-0.0237	0.0957	0.5891	0.9555
ADD3-AS1	0.2372	-7e-04	0.1199	0.8006	NA
ADH5	2381.6845	-0.0731	0.096	0.1206	0.8309
ADH6	0.534	0.0017	0.1207	0.5721	NA
ADH7	0.2729	9e-04	0.1202	0.7407	NA
ADHFE1	0.9369	-0.0033	0.1203	0.374	NA
ADI1	2381.4866	-0.085	0.0992	0.0685	0.7804
ADIPOR1	1847.0054	-0.011	0.0932	0.8104	0.9845
ADIPOR2	1578.7098	0.0302	0.093	0.5167	0.9413
ADIRF	4.2821	2e-04	0.1123	0.9801	NA
ADK	745.5309	-0.0093	0.0959	0.8293	0.9854
ADM	619.7741	5e-04	0.097	0.9901	0.9974
ADM2	107.6971	0.1021	0.1392	0.0037	0.4414
ADM5	46.8131	0.0135	0.1086	0.5469	0.9485
ADNP	2736.8511	0.0656	0.0965	0.1544	0.8598
ADNP2	1020.9143	0.0382	0.0972	0.3766	0.9119
ADO	805.4591	0.0034	0.0959	0.938	0.9946
ADORA1	758.0795	0.0187	0.0952	0.6721	0.9707
ADORA2A-AS1	1.3201	0.0027	0.1171	0.5041	NA
ADORA2B	111.9847	-0.029	0.1061	0.3443	0.905
ADORA3	0.4763	1e-04	0.1194	0.9712	NA
ADPGK	1571.5442	0.0521	0.0939	0.2657	0.89
ADPRH	0.2293	-7e-04	0.1199	0.8026	NA
ADPRHL1	136.8125	-0.0103	0.1038	0.7472	0.9763
ADPRHL2	695.3385	-0.0038	0.0962	0.9303	0.9937
ADPRM	43.1323	-0.0227	0.1099	0.2973	0.8992
ADRA1B	5.3243	0.0037	0.1122	0.6748	0.9708
ADRA2A	1.2017	-0.0024	0.1161	0.5737	NA
ADRA2B	5.7973	-0.0101	0.1137	0.2405	0.886
ADRA2C	35.4015	-0.0053	0.1094	0.7793	0.9806
ADRB1	0.5458	0.0016	0.1213	0.5866	NA
ADRB2	4.4655	-5e-04	0.1124	0.9476	NA
ADRB3	0.24	-7e-04	0.1199	0.7975	NA
ADRBK1	2089.7491	0.0503	0.0932	0.2872	0.8971
ADRBK2	248.9048	-0.0107	0.1016	0.7652	0.9791
ADRM1	3675.6543	0.0075	0.0948	0.8652	0.9887
ADSL	2430.5153	-0.0184	0.0929	0.6918	0.9715
ADSS	2811.7196	-0.0208	0.0918	0.6612	0.969
ADSSL1	20.3896	-0.0033	0.1102	0.8377	0.9854
AEBP1	567.102	0.0772	0.1042	0.0705	0.7822
AEBP2	965.4334	0.0099	0.095	0.8239	0.9851
AEN	2277.609	0.0352	0.0924	0.4562	0.9254
AES	4282.4952	-0.0637	0.0968	0.1627	0.8611
AFAP1	1148.7014	0.0523	0.1003	0.2084	0.8771
AFAP1-AS1	1.1981	-0.0024	0.1161	0.563	NA
AFAP1L1	430.1473	0.0325	0.0987	0.4296	0.9211
AFAP1L2	2093.7137	0.0363	0.0951	0.4196	0.9204
AFF1	1182.6171	0.0335	0.0978	0.4282	0.9207
AFF2	30.9104	-0.0278	0.1124	0.1343	0.8515
AFF4	2458.8053	0.0726	0.1029	0.089	0.8072
AFG3L1P	197.8633	0.0585	0.1067	0.1115	0.8281
AFG3L2	2203.7029	0.0261	0.0921	0.5796	0.9552
AFMID	222.4125	-0.0068	0.1016	0.8486	0.9866
AFTPH	729.6501	0.0164	0.0976	0.6926	0.9715
AGA	181.0022	0.0216	0.1034	0.5223	0.9416
AGAP1	879.075	0.0759	0.1037	0.0758	0.7982
AGAP1-IT1	0.709	-0.002	0.1208	0.5303	NA
AGAP11	29.2512	0.0082	0.1099	0.6412	0.966
AGAP2	183.2686	0.0079	0.1023	0.8194	0.985
AGAP2-AS1	167.905	0.0213	0.1041	0.5122	0.9403
AGAP3	2916.2675	0.0556	0.0937	0.2382	0.886
AGAP4	115.8608	0.0571	0.1128	0.0642	0.7718
AGAP5	54.1761	0.0299	0.11	0.2163	0.8785
AGAP6	302.3318	0.0598	0.1082	0.0947	0.8181
AGAP7	9.6775	0.0103	0.112	0.3699	0.9111
AGAP9	121.4829	0.0898	0.1286	0.0086	0.5315
AGBL2	0.2462	9e-04	0.1201	0.7564	NA
AGBL3	7.9165	-0.0029	0.1117	0.7769	0.9806
AGBL5	1028.3037	-0.0239	0.0946	0.5953	0.9562
AGBL5-AS1	0.48	-0.0014	0.1207	0.6399	NA
AGER	51.6626	-0.0011	0.1078	0.9605	0.9956
AGFG1	1771.583	0.0488	0.0934	0.2999	0.8992
AGFG2	343.151	-0.0663	0.1044	0.1009	0.821
AGGF1	959.4242	0.0232	0.0953	0.5999	0.9579
AGK	634.8693	-0.022	0.0964	0.6099	0.9583
AGL	481.6689	-0.0139	0.0992	0.7237	0.9755
AGMAT	145.7753	-0.0038	0.1036	0.9068	0.9922
AGMO	15.1294	-0.0178	0.1124	0.2012	0.874
AGO1	1068.1099	0.0646	0.1045	0.1064	0.8258
AGO2	591.3576	0.0887	0.1157	0.0246	0.6602
AGO3	190.8294	0.0479	0.1085	0.1364	0.8565
AGO4	161.8719	0.0248	0.1039	0.456	0.9254
AGPAT1	2017.696	-0.0772	0.0976	0.0974	0.821
AGPAT2	680.2797	-0.009	0.0982	0.824	0.9852
AGPAT3	1751.5547	0.0837	0.1007	0.0671	0.7786
AGPAT4	323.8996	-0.0386	0.104	0.2753	0.8936
AGPAT4-IT1	3.0266	0.0024	0.1129	0.7192	NA
AGPAT5	1525.178	0.0215	0.0946	0.6328	0.9643
AGPAT6	1872.9574	-0.0041	0.0933	0.9281	0.9937
AGPAT9	1195.1419	0.0665	0.0961	0.1514	0.8598
AGPS	996.3475	0.0139	0.0965	0.7456	0.9761
AGR2	1945.8086	-0.089	0.1008	0.0553	0.7614
AGR3	13.9843	-0.0023	0.1109	0.8671	0.9887
AGRN	21300.9165	0.0702	0.0982	0.1224	0.8315
AGT	39.0728	0.0099	0.1089	0.6362	0.9657
AGTPBP1	404.7188	0.0442	0.0999	0.2802	0.8964
AGTR1	65.2699	-0.0387	0.1109	0.1366	0.8569
AGTRAP	639.843	-0.0352	0.0981	0.4022	0.9185
AHCTF1	2405.7798	0.0701	0.1037	0.0922	0.8117
AHCTF1P1	6.8165	0.0069	0.1123	0.47	0.9294
AHCY	7670.399	-0.0122	0.0911	0.7979	0.9839
AHCYL1	4908.1948	0.053	0.0931	0.2634	0.89
AHCYL2	883.2882	0.0425	0.0974	0.325	0.9001
AHDC1	870.6525	0.0614	0.1019	0.1386	0.8585
AHI1	229.3917	-0.023	0.1044	0.4761	0.9312
AHNAK	14835.1654	0.0785	0.1048	0.065	0.7734
AHNAK2	863.7539	0.1669	0.1728	8e-04	0.2182
AHR	1375.2962	0.0469	0.0967	0.2893	0.8971
AHRR	311.9443	0.089	0.1157	0.0243	0.6585
AHSA1	3959.2453	-0.0399	0.0933	0.3929	0.9162
AHSA2	343.5345	0.0169	0.0994	0.6666	0.969
AHSG	23.2251	-0.0101	0.1103	0.5519	0.9489
AICDA	1.2287	-6e-04	0.1147	0.8882	NA
AIDA	1543.3932	-0.0381	0.0935	0.4124	0.9201
AIF1	0.24	-7e-04	0.1199	0.7975	NA
AIF1L	546.7428	-0.0525	0.0985	0.2237	0.8832
AIFM1	1611.8874	0.0134	0.0929	0.7721	0.9796
AIFM2	21.6837	-0.0248	0.113	0.1239	0.8342
AIFM3	3.1527	-0.0016	0.113	0.8021	NA
AIG1	418.596	-0.0552	0.1023	0.1685	0.8611
