Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytoplasmic Translation (GO:0002181)	17/101	2.256177714565688E-19	2.8630895197838585E-16	0	0	33.80093676814988	1451.2582501382935	RPL4;EIF4A1;RPL30;RPL41;RPL3;RPL32;RPL23;RPS6;RPL10A;RPL8;RPL9;RPS14;RPS17;RPS15A;FAU;RPL18;RPL19
Macromolecule Biosynthetic Process (GO:0009059)	19/189	3.530682812037384E-17	2.2402182442377203E-14	0	0	18.897549019607844	715.8855559673617	RPL4;RPL30;RPL41;RPL3;RPL32;RPL23;RPS6;RPL10A;RPL8;EEF2;RPL9;RPS14;RPS17;RPS15A;TNIP1;FAU;RPL18;EIF4G2;RPL19
Gene Expression (GO:0010467)	22/381	1.2293221802508451E-14	5.200032822461075E-12	0	0	10.528343213579982	337.21997318439645	RPL4;RPL30;RPL41;RPL3;RPL32;RPL23;ALYREF;RPS6;RPL10A;RPL8;RPL9;HNRNPL;RPS14;RPS17;DDX39A;RPS15A;TNIP1;HNRNPH1;RNPS1;FAU;RPL18;RPL19
Translation (GO:0006412)	18/232	2.4343275066122268E-14	7.72290401472729E-12	0	0	14.073839499497954	441.16590206515673	RPL4;RPL30;RPL41;RPL3;RPL32;RPL23;RPS6;RPL10A;RPL8;EEF2;RPL9;RPS14;RPS17;RPS15A;TNIP1;FAU;RPL18;RPL19
Protein Metabolic Process (GO:0019538)	19/614	3.2916578316473506E-8	8.354227576720975E-6	0	0	5.286204481792717	91.07754687553744	RPL4;RPL30;RPL41;RPL3;RPL32;RPL23;RPS6;RPL10A;RPL8;RPL9;RPS14;RPS17;RPS15A;TNIP1;PLAU;DPP9;FAU;RPL18;RPL19
Negative Regulation of Programmed Cell Death (GO:0043069)	15/381	4.6983332715028386E-8	9.936974869228504E-6	0	0	6.641327340031729	112.06225703294683	DDX3X;ARL6IP1;TSC22D1;PLK2;RELA;VEGFA;PSMC5;DPP9;ARHGDIA;BAG1;NUP62;FLNA;TPT1;NFE2L2;BCL2L1
Ribosomal Small Subunit Biogenesis (GO:0042274)	8/84	9.936732797539785E-8	1.8013877028682837E-5	0	0	16.37926878264363	264.10657718174417	RRP7A;RPS14;RPS17;RPS15A;KRR1;RPS6;FAU;WDR46
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	12/270	3.0689276796066887E-7	4.86808653177611E-5	0	0	7.398644936824757	110.95575749169512	NFKBIA;SHARPIN;TNIP1;PLK2;NUP62;DDX56;FLOT1;FLNA;RHOC;RELA;TNFRSF1A;VEGFA
Negative Regulation of Apoptotic Process (GO:0043066)	15/474	7.729874458894259E-7	1.0899122987040906E-4	0	0	5.271189120809614	74.18146046492905	DDX3X;ARL6IP1;TSC22D1;PLK2;RELA;VEGFA;ARHGDIA;BAG1;NUP62;SNAI2;FLNA;ITGA5;TPT1;NFE2L2;BCL2L1
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	10/204	1.2791502061764018E-6	1.623241611637854E-4	0	0	8.097978102773116	109.88401251612999	SHARPIN;PLK2;NUP62;DDX56;FLOT1;FLNA;RHOC;RELA;TNFRSF1A;VEGFA
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	6/60	3.1433815510598284E-6	3.626319262086293E-4	0	0	17.047619047619047	215.99693737772105	DDX3X;SNAI2;ENO1;TPT1;BCL2L1;NFE2L2
protein-RNA Complex Assembly (GO:0022618)	8/137	4.222116704568251E-6	4.464888415080925E-4	0	0	9.624711521391799	119.10747945854361	RRP7A;RPS14;EIF6;SRSF1;SRSF5;FAU;SF1;SNRPB
Regulation of Apoptotic Process (GO:0042981)	17/703	5.382498739871342E-6	5.254146846843641E-4	0	0	4.016608516943077	48.73093183807056	DAXX;DDX3X;ARL6IP1;TSC22D1;PLK2;RPS6;RELA;VEGFA;ARHGDIA;BAG1;NUP62;FLNA;RNPS1;CCNL2;DMAP1;TPT1;BCL2L1
Ribosome Assembly (GO:0042255)	5/42	9.057638738315176E-6	8.210102542087112E-4	0	0	20.59600645421541	239.15881053116277	RRP7A;RPS14;DDX3X;EIF6;FAU
Ribonucleoprotein Complex Biogenesis (GO:0022613)	7/116	1.3836830795301103E-5	0.0011087205478412414	0	0	9.90109813733667	110.77523471995623	RRP7A;RPS14;RPS17;RPS15A;KRR1;RPS6;WDR46
Negative Regulation of DNA-templated Transcription (GO:0045892)	20/1006	1.39791400831047E-5	0.0011087205478412414	0	0	3.319412957880921	37.10421326328401	HSPA8;DAXX;PHC2;RPL23;MBD1;DDX56;SUPT4H1;ENO1;AURKB;RELA;VEGFA;HNRNPL;NFKBIA;RPS14;MUC1;IRF1;SNAI2;FLNA;DMAP1;MTA2
RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)	8/170	2.0525846204121942E-5	0.0015321940490018084	0	0	7.651682216567713	82.59092396998437	HSPA8;DDX39A;HNRNPH1;SRSF1;RNPS1;SRSF5;SF1;SNRPB
Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230)	4/25	2.2495545470510913E-5	0.0015859359556710194	0	0	28.83809523809524	308.6308681262538	MUC1;SNAI2;TPT1;BCL2L1
RNA Processing (GO:0006396)	10/290	2.824367871892102E-5	0.0018863804365426722	0	0	5.5869324473975635	58.521111049615456	RRP7A;HNRNPL;RPS17;HNRNPH1;KHSRP;RPS6;SRSF1;RNPS1;SRSF5;SNRPB
Protein Localization to Plasma Membrane (GO:0072659)	7/132	3.198053738166975E-5	0.0020291650968669458	0	0	8.626969696969697	89.29244089867186	EHD1;GAK;RAB34;FLOT1;FLNA;EPHA2;TNFRSF1A
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	15/649	3.363779889454018E-5	0.002032684133198642	0	0	3.7828177470235067	38.96249379072242	DDX3X;RPL23;PLK2;DDX56;RHOC;F3;RELA;TNFRSF1A;VEGFA;ASXL1;SHARPIN;NUP62;FLOT1;FLNA;HBEGF
Protein Localization to Cell Periphery (GO:1990778)	7/136	3.872902116385599E-5	0.0022339603571333295	0	0	8.35782241014799	84.90646042240984	EHD1;GAK;RAB34;FLOT1;FLNA;EPHA2;TNFRSF1A
Positive Regulation of DNA-templated Transcription (GO:0045893)	22/1274	4.357357182613703E-5	0.0024041244629290385	0	0	2.884792878403102	28.96637763583098	EIF4A1;DDX3X;DDX56;SUPT4H1;ILF2;RELA;TNFRSF1A;VEGFA;FOSL1;NFKBIA;ASXL1;MUC1;PSMC5;PSMC3;TNIP1;IRF1;NUP62;DMAP1;MTA2;SNX5;HMGN1;NFE2L2
Regulation of Programmed Cell Death (GO:0043067)	8/195	5.460343592245458E-5	0.0028871566743997857	0	0	6.620565783565334	64.98359241294037	DAXX;PSMC5;TSC22D1;DPP9;NUP62;CCNL2;DMAP1;TPT1
Regulation of Translation (GO:0006417)	8/201	6.756841033676502E-5	0.0034060349797311123	0	0	6.412846576751177	61.578525498842794	DDX3X;EIF6;IFRD2;ENC1;EEF2;BZW1;EIF4G2;EIF1
Regulation of Cell Adhesion Mediated by Integrin (GO:0033628)	4/33	6.978479863909292E-5	0.0034060349797311123	0	0	20.874584929757344	199.77174742960426	MUC1;PLAU;SNAI2;EPHA2
Regulation of RNA Splicing (GO:0043484)	6/104	7.47375780903803E-5	0.0035126661702478746	0	0	9.373331287402179	89.06096535844458	HNRNPL;PTBP1;HNRNPH1;SRSF1;CCNL2;SF1
mRNA Splicing, via Spliceosome (GO:0000398)	8/210	9.174406797907297E-5	0.004157972223765843	0	0	6.124404806892903	56.93557661238584	HSPA8;DDX39A;HNRNPH1;SRSF1;RNPS1;SRSF5;SF1;SNRPB
Ribosome Biogenesis (GO:0042254)	7/157	9.613869863333839E-5	0.004206896847093325	0	0	7.180303030303031	66.41578272102333	RRP7A;RPS14;RPS17;RPS15A;KRR1;RPS6;WDR46
Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229)	3/15	1.2891451974191985E-4	0.00545308418508321	0	0	37.588235294117645	336.65380505690234	SNAI2;TPT1;BCL2L1
mRNA Processing (GO:0006397)	8/225	1.4776552994673713E-4	0.006048853467819659	0	0	5.696837513631407	50.24544488391851	HSPA8;DDX39A;HNRNPH1;SRSF1;RNPS1;SRSF5;SF1;SNRPB
Ribosomal Small Subunit Assembly (GO:0000028)	3/16	1.57881302377864E-4	0.006182070188657944	0	0	34.69513574660633	303.7096668593144	RRP7A;RPS14;FAU
Mitotic Sister Chromatid Segregation (GO:0000070)	6/120	1.647495591479454E-4	0.006182070188657944	0	0	8.051444400474871	70.13680898073905	BOD1;CHMP1A;NUP62;FLNA;AURKB;RAN
Regulation of Protein Import Into Nucleus (GO:0042306)	4/41	1.6563466226506707E-4	0.006182070188657944	0	0	16.354754754754754	142.3800140964015	NFKBIA;FLNA;DMAP1;RAN
Negative Regulation of Anoikis (GO:2000811)	3/17	1.9076750583482078E-4	0.006916684711553931	0	0	32.21533613445378	275.90680044455985	SNAI2;ITGA5;BCL2L1
Regulation of Protein-Containing Complex Assembly (GO:0043254)	6/126	2.1493115216802614E-4	0.007576323113922922	0	0	7.646616541353383	64.57715098687335	GAK;HSPA8;DDX3X;RHOC;AJUBA;VEGFA
Positive Regulation of Cell Motility (GO:2000147)	8/248	2.86208297177368E-4	0.009515036636510689	0	0	5.145038167938932	41.97728955791586	HSPA8;PLAU;SNAI2;RHOC;F3;EPHA2;HBEGF;VEGFA
Regulation of Innate Immune Response (GO:0045088)	5/86	2.924242937934727E-4	0.009515036636510689	0	0	9.387783305693754	76.39125368005028	DDX39A;CDC37;IRF1;AURKB;NFE2L2
Cellular Response to Tumor Necrosis Factor (GO:0071356)	5/86	2.924242937934727E-4	0.009515036636510689	0	0	9.387783305693754	76.39125368005028	NFKBIA;SMPD4;RELA;TNFRSF1A;NFE2L2
Nuclear Export (GO:0051168)	4/50	3.5939538278316723E-4	0.011401818518795981	0	0	13.149114331723027	104.28677540131487	DDX39A;ALYREF;NUP62;RAN
Protein Localization to Membrane (GO:0072657)	7/199	4.1165308464038476E-4	0.012735078330899652	0	0	5.598011363636363	43.63834363309847	EHD1;GAK;RAB34;FLOT1;FLNA;EPHA2;TNFRSF1A
Regulation of Anoikis (GO:2000209)	3/22	4.2149195421417287E-4	0.012735078330899652	0	0	23.731811145510836	184.43675089271233	SNAI2;ITGA5;BCL2L1
Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	5/98	5.345819536980522E-4	0.015776383703321586	0	0	8.171641791044776	61.565357724353085	PSMC5;PSMC3;CSNK1D;ELOB;NFE2L2
Mitotic Metaphase Chromosome Alignment (GO:0007080)	4/56	5.555363898704262E-4	0.016022174516944793	0	0	11.62849002849003	87.16223592186785	BOD1;CHMP1A;NUP62;AURKB
Purine Ribonucleotide Metabolic Process (GO:0009150)	4/58	6.350737828462755E-4	0.017702993176158924	0	0	11.196707818930042	82.42758069269446	HSPA8;NADK;RAN;EPHA2
Negative Regulation of Translation (GO:0017148)	5/102	6.417160646992203E-4	0.017702993176158924	0	0	7.833128173565163	57.58418131066544	DDX3X;EIF6;IFRD2;ENC1;AJUBA
Wound Healing, Spreading of Cells (GO:0044319)	3/27	7.810575030922507E-4	0.020649207738001378	0	0	18.783088235294116	134.39040018735963	FLNA;ITGA5;RHOC
miRNA-mediated Post-Transcriptional Gene Silencing (GO:0035195)	3/27	7.810575030922507E-4	0.020649207738001378	0	0	18.783088235294116	134.39040018735963	EIF6;AJUBA;RAN
Spliceosomal Complex Assembly (GO:0000245)	4/63	8.687359741242451E-4	0.022498488799258507	0	0	10.245323289391086	72.21386722707881	SRSF1;SRSF5;SF1;SNRPB
rRNA Processing (GO:0006364)	5/110	9.033176390870222E-4	0.022659464795013486	0	0	7.233475479744136	50.70258565072042	RRP7A;RPS14;RPS17;EIF6;RPS6
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	8/296	9.172717313493683E-4	0.022659464795013486	0	0	4.2773536895674305	29.916268539723287	NFKBIA;ASXL1;DDX3X;TNIP1;SNAI2;AJUBA;RELA;BCL2L1
Regulation of Positive Chemotaxis (GO:0050926)	2/7	9.285202280068568E-4	0.022659464795013486	0	0	59.722627737226276	416.97851300072233	F3;VEGFA
Positive Regulation of Protein Import Into Nucleus (GO:0042307)	3/29	9.661521999012872E-4	0.02270457669768025	0	0	17.33653846153846	120.3535297147116	FLNA;DMAP1;RAN
mRNA Splice Site Recognition (GO:0006376)	3/29	9.661521999012872E-4	0.02270457669768025	0	0	17.33653846153846	120.3535297147116	SRSF1;SRSF5;SF1
Regulation of Primary Metabolic Process (GO:0080090)	5/113	0.0010194296062583468	0.023521021278942584	0	0	7.03150912106136	48.436635082664864	HNRNPL;PTBP1;HNRNPH1;SRSF1;CCNL2
RNA Export From Nucleus (GO:0006405)	4/67	0.0010948576371912736	0.02481025609992368	0	0	9.59294532627866	65.3963643498204	DDX39A;ALYREF;NUP62;RAN
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	4/68	0.00115725878487112	0.02576423505265704	0	0	9.442592592592593	63.84798954094158	DAXX;DDX3X;TNFRSF1A;BCL2L1
Regulation of Translational Initiation (GO:0006446)	4/69	0.0012221107530484149	0.02651035005382133	0	0	9.296866096866097	62.355715205266044	DDX3X;BZW1;EIF4G2;EIF1
Positive Regulation of Myoblast Fusion (GO:1901741)	2/8	0.001232553706206035	0.02651035005382133	0	0	49.76642335766423	333.36870173488757	EHD1;FLOT1
Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:0008625)	3/32	0.0012922403443510113	0.02688283601608907	0	0	15.540821501014198	103.36787614948068	DAXX;DDX3X;TNFRSF1A
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205)	3/32	0.0012922403443510113	0.02688283601608907	0	0	15.540821501014198	103.36787614948068	HSPA8;NADK;RAN
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	10/470	0.0013485680981331167	0.027602143815014923	0	0	3.370407819346141	22.27405432250681	HNRNPL;HSPA8;DAXX;PHC2;IRF1;MBD1;ENO1;DMAP1;MTA2;RELA
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	4/72	0.0014318830260967928	0.028842215239949683	0	0	8.885403050108932	58.188415612168065	DDX3X;SNAI2;RELA;BCL2L1
Regulation of Cell Migration (GO:0030334)	10/478	0.0015282031111665594	0.029016129667661948	0	0	3.3114688928642417	21.470447246562035	HSPA8;PLAU;SNAI2;FLNA;RHOC;F3;EPHA2;CORO1C;HBEGF;VEGFA
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)	3/34	0.0015437590457095152	0.029016129667661948	0	0	14.536764705882353	94.1042536280709	NFKBIA;RELA;TNFRSF1A
Regulation of Gene Expression (GO:0010468)	17/1126	0.0015456995737212103	0.029016129667661948	0	0	2.4314254460524176	15.736863058476938	DAXX;DDX3X;RPL23;SRSF1;SUPT4H1;F3;RELA;VEGFA;HNRNPL;PTBP1;HNRNPH1;CHMP1A;SNAI2;CCNL2;DMAP1;AJUBA;NFE2L2
Negative Regulation of Transcription by RNA Polymerase I (GO:0016479)	2/9	0.0015777091781471037	0.029016129667661948	0	0	42.6548488008342	275.19975888864934	DDX56;FLNA
Protein Localization to Nucleolus (GO:1902570)	2/9	0.0015777091781471037	0.029016129667661948	0	0	42.6548488008342	275.19975888864934	RRP7A;RAN
Negative Regulation of Cell Adhesion Mediated by Integrin (GO:0033629)	2/9	0.0015777091781471037	0.029016129667661948	0	0	42.6548488008342	275.19975888864934	MUC1;SNAI2
Pinocytosis (GO:0006907)	2/10	0.00196342589014109	0.03530259058110605	0	0	37.32116788321168	232.6252439596193	RAB34;SNX5
Positive Regulation of Interferon-Beta Production (GO:0032728)	3/37	0.0019751646424417094	0.03530259058110605	0	0	13.252162629757786	82.52258857053484	DDX3X;IRF1;FLOT1
Transcription by RNA Polymerase II (GO:0006366)	6/194	0.002059085941183975	0.03629138971336756	0	0	4.864501679731243	30.089341635841024	TSC22D1;MBD1;DDX56;SUPT4H1;ELOB;DMAP1
Regulation of DNA-templated Transcription Elongation (GO:0032784)	3/38	0.002133953485808944	0.03709571196563767	0	0	12.872899159663865	79.16548393072242	SUPT4H1;DMAP1;HMGN1
Positive Regulation of Cell Migration (GO:0030335)	8/343	0.002322548574144498	0.03937441141642372	0	0	3.668679503247123	22.25087200266751	HSPA8;PLAU;SNAI2;RHOC;F3;EPHA2;HBEGF;VEGFA
Positive Regulation of Mitotic Cytokinesis (GO:1903490)	2/11	0.0023891486832660572	0.03937441141642372	0	0	33.17274939172749	200.25785647464897	NUP62;AURKB
Positive Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748)	2/11	0.0023891486832660572	0.03937441141642372	0	0	33.17274939172749	200.25785647464897	ITGA5;VEGFA
Monocyte Differentiation (GO:0030224)	2/11	0.0023891486832660572	0.03937441141642372	0	0	33.17274939172749	200.25785647464897	MYH9;VEGFA
Positive Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903052)	3/40	0.00247479644175958	0.04026303441785778	0	0	12.17587440381558	73.07469290271963	PSMC5;PSMC3;NFE2L2
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	15/983	0.002656035525758553	0.04266467192642536	0	0	2.435850439882698	14.446835727301963	EIF4A1;DDX3X;DDX56;SUPT4H1;RELA;TNFRSF1A;VEGFA;NFKBIA;ASXL1;MUC1;PSMC3;TNIP1;IRF1;DMAP1;NFE2L2
Regulation of Myoblast Fusion (GO:1901739)	2/12	0.002854327945816342	0.04481088360632717	0	0	29.854014598540147	174.9122491510828	EHD1;FLOT1
Positive Regulation of Gene Expression (GO:0010628)	9/436	0.0028602691663613088	0.04481088360632717	0	0	3.2480093676814987	19.023069705434587	DDX3X;EIF6;RPL23;FLOT1;EEF2;F3;RELA;NFE2L2;VEGFA
RNA Transport (GO:0050658)	3/43	0.003046064425612548	0.04713970434271127	0	0	11.261029411764707	65.2453331933052	DDX39A;NUP62;FLOT1
Mitotic Spindle Organization (GO:0007052)	4/89	0.003111764931914375	0.04757626142890774	0	0	7.10239651416122	40.999047036183114	PLK2;FLNA;AURKB;RAN
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	2/13	0.0033584195657015157	0.05073612415327647	0	0	27.138686131386862	154.5896848412443	MUC1;RFWD3
Cellular Response to Cytokine Stimulus (GO:0071345)	7/288	0.003454783766968313	0.051142720541858464	0	0	3.8081796613825083	21.58474483834746	SMPD4;KHSRP;IRF1;F3;RELA;NFE2L2;TNFRSF1A
Positive Regulation of Nucleocytoplasmic Transport (GO:0046824)	3/45	0.003468262079338791	0.051142720541858464	0	0	10.72373949579832	60.74035059565168	FLNA;DMAP1;RAN
RNA Splicing (GO:0008380)	4/92	0.003506238524146325	0.051142720541858464	0	0	6.859259259259259	38.77684306300619	KHSRP;RNPS1;SMNDC1;SNRPB
Positive Regulation of Cellular Component Biogenesis (GO:0044089)	4/93	0.003644934898144539	0.05256161801983432	0	0	6.781856013316688	38.07616616186512	FLOT1;RHOC;AJUBA;VEGFA
Epiboly Involved in Wound Healing (GO:0090505)	2/14	0.0039008848818828574	0.05380677081640593	0	0	24.875912408759124	137.97553820995827	FLNA;RHOC
Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	2/14	0.0039008848818828574	0.05380677081640593	0	0	24.875912408759124	137.97553820995827	RELA;VEGFA
Positive Regulation of Syncytium Formation by Plasma Membrane Fusion (GO:0060143)	2/14	0.0039008848818828574	0.05380677081640593	0	0	24.875912408759124	137.97553820995827	EHD1;FLOT1
Mitotic G1/S Transition Checkpoint Signaling (GO:0044819)	2/14	0.0039008848818828574	0.05380677081640593	0	0	24.875912408759124	137.97553820995827	MUC1;RFWD3
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	12/732	0.004040327490348657	0.05512434682852957	0	0	2.590551181102362	14.277640274169771	NFKBIA;RPS14;RPL23;MBD1;SUPT4H1;SNAI2;ENO1;DMAP1;MTA2;AURKB;RELA;VEGFA
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	4/96	0.00408328495026145	0.05512434682852957	0	0	6.559742351046699	36.0841815373317	HNRNPL;PTBP1;RNPS1;SF1
Regulation of Transcription by RNA Polymerase II (GO:0006357)	26/2250	0.004284617942213243	0.05723347545966954	0	0	1.8866428980709238	10.28734280708661	ZNF276;EIF4A1;DDX3X;SUPT4H1;ENO1;AURKB;RELA;RPS14;MUC1;KHSRP;DMAP1;MTA2;RPL23;MBD1;DDX56;TNFRSF1A;VEGFA;FOSL1;NFKBIA;ASXL1;PSMC5;PSMC3;TNIP1;IRF1;SNAI2;NFE2L2
Actin Filament Organization (GO:0007015)	5/158	0.004395109086638742	0.058097848239005864	0	0	4.952443664032777	26.878213898485306	FLNA;TAGLN2;RHOC;RND3;CORO1C
Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)	2/15	0.0044811906400044	0.058625061053253436	0	0	22.96125772038181	124.17141642408308	PTBP1;RNPS1
Regulation of Interferon-Beta Production (GO:0032648)	3/51	0.004942570714935481	0.06343518180955783	0	0	9.380514705882353	49.80931076494026	DDX3X;IRF1;FLOT1
Regulation of Establishment of Endothelial Barrier (GO:1903140)	2/16	0.005098808939775334	0.06343518180955783	0	0	21.32012513034411	112.5435744527663	TNFRSF1A;VEGFA
Negative Regulation of mRNA Processing (GO:0050686)	2/16	0.005098808939775334	0.06343518180955783	0	0	21.32012513034411	112.5435744527663	PTBP1;RNPS1
Regulation of Plasminogen Activation (GO:0010755)	2/16	0.005098808939775334	0.06343518180955783	0	0	21.32012513034411	112.5435744527663	PLAU;ENO1
Positive Regulation of Positive Chemotaxis (GO:0050927)	2/16	0.005098808939775334	0.06343518180955783	0	0	21.32012513034411	112.5435744527663	F3;VEGFA
Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	4/105	0.005609142573200713	0.0688757794243891	0	0	5.9725705903923725	30.95796802723635	DDX3X;RHOC;AJUBA;VEGFA
Cellular Response to Cadmium Ion (GO:0071276)	2/17	0.005753217193841802	0.0688757794243891	0	0	19.8978102189781	102.63282688460798	DAXX;MT1E
Cellular Response to Copper Ion (GO:0071280)	2/17	0.005753217193841802	0.0688757794243891	0	0	19.8978102189781	102.63282688460798	DAXX;MT1E
miRNA-mediated Gene Silencing by Inhibition of Translation (GO:0035278)	2/17	0.005753217193841802	0.0688757794243891	0	0	19.8978102189781	102.63282688460798	EIF6;AJUBA
Metaphase Chromosome Alignment (GO:0051310)	3/55	0.006105969732874473	0.07174514436127506	0	0	8.657239819004525	44.13883628788878	BOD1;CHMP1A;NUP62
Regulation of Alternative mRNA Splicing, via Spliceosome (GO:0000381)	3/55	0.006105969732874473	0.07174514436127506	0	0	8.657239819004525	44.13883628788878	HNRNPL;PTBP1;RNPS1
Negative Regulation of Nucleocytoplasmic Transport (GO:0046823)	2/18	0.00644389807901336	0.07236554568378721	0	0	18.653284671532848	94.09876332845667	NFKBIA;DDX39A
Positive Regulation of Sprouting Angiogenesis (GO:1903672)	2/18	0.00644389807901336	0.07236554568378721	0	0	18.653284671532848	94.09876332845667	ITGA5;VEGFA
Negative Regulation of DNA-templated Transcription, Elongation (GO:0032785)	2/18	0.00644389807901336	0.07236554568378721	0	0	18.653284671532848	94.09876332845667	SUPT4H1;NELFCD
Regulation of Bicellular Tight Junction Assembly (GO:2000810)	2/18	0.00644389807901336	0.07236554568378721	0	0	18.653284671532848	94.09876332845667	SNAI2;EPHA2
Regulation of Centriole Replication (GO:0046599)	2/18	0.00644389807901336	0.07236554568378721	0	0	18.653284671532848	94.09876332845667	PLK2;NUP62
Positive Regulation of Cellular Component Organization (GO:0051130)	4/111	0.0068136337605230095	0.07584650212371666	0	0	5.635998615437868	28.117037334138377	FLOT1;RHOC;AJUBA;VEGFA
Microtubule Cytoskeleton Organization Involved in Mitosis (GO:1902850)	3/59	0.0074198261444042525	0.08117033945904308	0	0	8.037289915966387	39.41165204098893	PLK2;AURKB;RAN
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	3/59	0.0074198261444042525	0.08117033945904308	0	0	8.037289915966387	39.41165204098893	MUS81;MUC1;RFWD3
Positive Regulation of Signal Transduction (GO:0009967)	6/256	0.00790801003579513	0.0825061619824963	0	0	3.646917293233083	17.650638803744673	RAB34;FLNA;ITGA5;F3;SNX5;VEGFA
Positive Regulation of Blood Coagulation (GO:0030194)	2/20	0.007932034485314854	0.0825061619824963	0	0	16.579075425790755	80.19043002664588	PLAU;F3
Positive Regulation of Protein Processing (GO:0010954)	2/20	0.007932034485314854	0.0825061619824963	0	0	16.579075425790755	80.19043002664588	MYH9;ENO1
Interleukin-1-Mediated Signaling Pathway (GO:0070498)	2/20	0.007932034485314854	0.0825061619824963	0	0	16.579075425790755	80.19043002664588	NFKBIA;RELA
Negative Regulation of RNA Splicing (GO:0033119)	2/20	0.007932034485314854	0.0825061619824963	0	0	16.579075425790755	80.19043002664588	PTBP1;RNPS1
Regulation of Cell-Cell Adhesion Mediated by Cadherin (GO:2000047)	2/20	0.007932034485314854	0.0825061619824963	0	0	16.579075425790755	80.19043002664588	FLOT1;VEGFA
ATP Metabolic Process (GO:0046034)	3/62	0.008506603789233834	0.08776325372794906	0	0	7.627492522432702	36.359589454551845	HSPA8;ENO1;NADK
Plasma Membrane Repair (GO:0001778)	2/21	0.008728481263535865	0.08861154178741609	0	0	15.705724164425662	74.46341230273202	CHMP1A;MYH9
Response to Copper Ion (GO:0046688)	2/21	0.008728481263535865	0.08861154178741609	0	0	15.705724164425662	74.46341230273202	DAXX;MT1E
Negative Regulation of Catabolic Process (GO:0009895)	4/120	0.00892290411335166	0.08986639142732743	0	0	5.196424010217114	24.52262024879007	RPL23;FLNA;EIF4G2;BCL2L1
Negative Regulation of Defense Response (GO:0031348)	4/121	0.009180673386225205	0.09173444509543138	0	0	5.151756885090219	24.165112766963443	DDX39A;SHARPIN;AURKB;TNFRSF1A
Positive Regulation of Cellular Process (GO:0048522)	10/620	0.009431963568339138	0.09350907631423723	0	0	2.522556868725378	11.764324808683785	FOSL1;DDX3X;RPS15A;TSC22D1;RPL23;RPS6;EIF4G2;RELA;HBEGF;VEGFA
Positive Regulation of Cell Junction Assembly (GO:1901890)	3/65	0.009682065978569973	0.09451185943696383	0	0	7.257352941176471	33.655828921174894	FLOT1;EPHA2;VEGFA
Protein-Containing Complex Disassembly (GO:0032984)	3/65	0.009682065978569973	0.09451185943696383	0	0	7.257352941176471	33.655828921174894	HSPA8;RPL23;CHMP1A
Negative Regulation of Cellular Process (GO:0048523)	9/531	0.010039135344502691	0.09630888517535441	0	0	2.6442970822281167	12.167109735265857	NFKBIA;PSMC5;DDX3X;TSC22D1;DPP9;IRF1;NUP62;MYH9;ENO1
Regulation of miRNA Transcription (GO:1902893)	3/66	0.010093839029410667	0.09630888517535441	0	0	7.141806722689076	32.82252986420224	FOSL1;RELA;VEGFA
Regulation of Type I Interferon Production (GO:0032479)	3/66	0.010093839029410667	0.09630888517535441	0	0	7.141806722689076	32.82252986420224	DDX3X;IRF1;DDX56
Regulatory ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)	2/23	0.010423648293023106	0.09871350510333075	0	0	14.208550573514078	64.84325221957808	EIF6;AJUBA
Positive Regulation of Intracellular Protein Transport (GO:0090316)	3/68	0.010947595168158571	0.10161892333452023	0	0	6.921380090497737	31.247508031512925	FLNA;DMAP1;RAN
Positive Regulation of Type I Interferon Production (GO:0032481)	3/68	0.010947595168158571	0.10161892333452023	0	0	6.921380090497737	31.247508031512925	DDX3X;IRF1;FLOT1
