Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Phagolysosome Assembly (GO:0001845)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	RAB34
Phosphatidylcholine Acyl-Chain Remodeling (GO:0036151)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	NR1H2
Regulation of Trophoblast Cell Migration (GO:1901163)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	C1QBP
Polarized Epithelial Cell Differentiation (GO:0030859)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	SCRIB
Cellular Response to Superoxide (GO:0071451)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	PRDX2
Positive Regulation of T Cell Receptor Signaling Pathway (GO:0050862)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	KCNN4
Positive Regulation of Cardiac Muscle Cell Proliferation (GO:0060045)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	LONP1
Establishment of Apical/Basal Cell Polarity (GO:0035089)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	SCRIB
Telomere Maintenance in Response to DNA Damage (GO:0043247)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	PPP1CA
Ubiquinone Biosynthetic Process (GO:0006744)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	STARD7
Positive Regulation of Mitochondrial Translation (GO:0070131)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	DDX3X
Glycogen Catabolic Process (GO:0005980)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	ATG12
Positive Regulation of Syncytium Formation by Plasma Membrane Fusion (GO:0060143)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	EHD1
Quinone Biosynthetic Process (GO:1901663)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	STARD7
Regulation of RNA Export From Nucleus (GO:0046831)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	DDX39A
Negative Regulation of cGAS/STING Signaling Pathway (GO:0160049)	1/14	0.14961030566724295	0.3178676929104032	0	0	6.632659713168188	12.600205116246181	AURKB
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	2/60	0.1516577243144227	0.319944970256689	0	0	2.9793103448275864	5.619363972088076	DDX3X;SYVN1
RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)	2/60	0.1516577243144227	0.319944970256689	0	0	2.9793103448275864	5.619363972088076	MED10;TAF10
Negative Regulation of Protein Kinase Activity (GO:0006469)	2/60	0.1516577243144227	0.319944970256689	0	0	2.9793103448275864	5.619363972088076	ADAR;TARBP2
Regulation of SMAD Protein Signal Transduction (GO:0060390)	2/60	0.1516577243144227	0.319944970256689	0	0	2.9793103448275864	5.619363972088076	CSNK2B;OVOL2
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	8/452	0.15167923214761175	0.319944970256689	0	0	1.567174161060624	2.955670569046295	PSMD6;RNF126;PSMC5;PSMA2;CSNK1A1;CHMP1A;SYVN1;FBXO22
Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	3/119	0.1577733287872488	0.3268278463954237	0	0	2.2376215738284704	4.131982832817135	PDPK1;MEN1;OVOL2
Negative Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904030)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	MEN1
- Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Sgnlng Pway (GO:1902236)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	SYVN1
Regulation of Establishment of Cell Polarity (GO:2000114)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	RACK1
Regulation of Execution Phase of Apoptosis (GO:1900117)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	HSPD1
Regulation of Exit From Mitosis (GO:0007096)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	PHB2
Negative Regulation of Phagocytosis (GO:0050765)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	RACK1
Amyloid Precursor Protein Catabolic Process (GO:0042987)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	APH1A
Amyloid-Beta Metabolic Process (GO:0050435)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	APH1A
Odontogenesis of Dentin-Containing Tooth (GO:0042475)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	ANKRD11
Regulation of Response to Endoplasmic Reticulum Stress (GO:1905897)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	NR1H2
Cellular Response to Misfolded Protein (GO:0071218)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	RNF126
Copper Ion Homeostasis (GO:0055070)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	ARF1
Folic Acid-Containing Compound Metabolic Process (GO:0006760)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	SHMT2
Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	AURKB
mRNA Modification (GO:0016556)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	DKC1
Mammary Gland Epithelium Development (GO:0061180)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	SCRIB
rRNA Catabolic Process (GO:0016075)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	TRIR
Regulation of ATP Metabolic Process (GO:1903578)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	EIF6
Regulation of Cellular Response to Heat (GO:1900034)	1/15	0.1594010301314652	0.3268278463954237	0	0	6.158595641646489	11.309226560304108	DNAJB1
Mitotic Cytokinesis (GO:0000281)	2/62	0.15970809009793438	0.3270000839156031	0	0	2.8797163120567375	5.282573393501125	JTB;AURKB
Positive Regulation of Catabolic Process (GO:0009896)	4/183	0.16064003564803872	0.32844950106000664	0	0	1.935694247967967	3.539589636146233	BECN1;KHSRP;DXO;OAZ2
Cellular Response to Oxidative Stress (GO:0034599)	3/121	0.163314218538483	0.3291773573889531	0	0	2.1994784876140807	3.9856292462968788	PRDX2;LONP1;PYCR1
Negative Regulation of Cell Growth (GO:0030308)	3/121	0.163314218538483	0.3291773573889531	0	0	2.1994784876140807	3.9856292462968788	DDX3X;RACK1;DCBLD2
RNA Metabolic Process (GO:0016070)	2/63	0.16376259906615093	0.3291773573889531	0	0	2.832368329264039	5.124710137248353	KHSRP;WDR74
Transcription Preinitiation Complex Assembly (GO:0070897)	2/63	0.16376259906615093	0.3291773573889531	0	0	2.832368329264039	5.124710137248353	MED10;TAF10
Negative Regulation of DNA-binding Transcription Factor Activity (GO:0043433)	3/122	0.16610643656506568	0.3291773573889531	0	0	2.180887739711269	3.9149694011847394	LONP1;PHB2;MEN1
Response to Cytokine (GO:0034097)	3/123	0.168912751862163	0.3291773573889531	0	0	2.1626068376068375	3.8459215199501977	SHMT2;KHSRP;ADAR
Protein-Containing Complex Organization (GO:0043933)	3/123	0.168912751862163	0.3291773573889531	0	0	2.1626068376068375	3.8459215199501977	BECN1;CSNK2B;SLC2A1
D-glucose Import (GO:0046323)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	SLC2A1
Regulation of Establishment or Maintenance of Cell Polarity (GO:0032878)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	RACK1
Regulation of Fibrinolysis (GO:0051917)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	USF1
Negative Regulation of Natural Killer Cell Mediated Immunity (GO:0002716)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	GRB2
Negative Regulation of Synaptic Transmission (GO:0050805)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	ARF1
Autonomic Nervous System Development (GO:0048483)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	SOX10
Base Conversion or Substitution Editing (GO:0016553)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	ADAR
Regulation of Receptor Recycling (GO:0001919)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	SCRIB
Oligodendrocyte Development (GO:0014003)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	SOX10
Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034391)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	BAG1
Regulation of Stem Cell Proliferation (GO:0072091)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	HNRNPU
Phagosome Maturation (GO:0090382)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	RAB34
Cellular Response to Corticosteroid Stimulus (GO:0071384)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	HNRNPU
Regulation of Viral Life Cycle (GO:1903900)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	CSNK2B
Cellular Response to Laminar Fluid Shear Stress (GO:0071499)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	PDPK1
Positive Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043517)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	DDX5
Ribosomal Small Subunit Assembly (GO:0000028)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	FAU
Positive Regulation of Collagen Biosynthetic Process (GO:0032967)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	VIM
Positive Regulation of Lipid Storage (GO:0010884)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	EHD1
Ubiquinone Metabolic Process (GO:0006743)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	STARD7
Late Endosome to Lysosome Transport (GO:1902774)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	CHMP1A
Presynapse Assembly (GO:0099054)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	DVL1
Protein Alkylation (GO:0008213)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	SNRPB
Protein Localization to Cell-Cell Junction (GO:0150105)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	SCRIB
Membrane Raft Organization (GO:0031579)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	ANXA2
Regulation of B Cell Receptor Signaling Pathway (GO:0050855)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	GPS2
Mitotic Chromosome Condensation (GO:0007076)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	CHMP1A
Regulation of DNA Damage Checkpoint (GO:2000001)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	BRD4
Regulation of Autophagosome Maturation (GO:1901096)	1/16	0.16907950212406664	0.3291773573889531	0	0	5.74774011299435	10.21595423337051	ATG12
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	2/65	0.17192541606103565	0.33383133767613016	0	0	2.742181695373185	4.828144294210591	BECN1;DDX3X
Fat Cell Differentiation (GO:0045444)	2/65	0.17192541606103565	0.33383133767613016	0	0	2.742181695373185	4.828144294210591	CTBP1;SDF4
Intracellular Protein Transport (GO:0006886)	6/326	0.17470056059308361	0.33662790066367076	0	0	1.6267857142857143	2.838223514364418	EHD1;HSPA9;ARF1;POM121C;ADAR;PHB2
Regulation of miRNA Transcription (GO:1902893)	2/66	0.17603184155156276	0.33662790066367076	0	0	2.6992021276595746	4.688758056113897	FOSL1;DDX5
Negative Regulation of MAPK Cascade (GO:0043409)	3/126	0.1774131606727197	0.33662790066367076	0	0	2.109547633937878	3.6479859287721252	GPS2;FOXM1;MEN1
3'-UTR-mediated mRNA Destabilization (GO:0061158)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	KHSRP
B Cell Proliferation (GO:0042100)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	HSPD1
Regulation of Nucleocytoplasmic Transport (GO:0046822)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	SIRT7
Neural Tube Development (GO:0021915)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	DVL1
Neuron Projection Organization (GO:0106027)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	ARF1
Regulation of Protein Sumoylation (GO:0033233)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	MAGEA2
Cell Junction Maintenance (GO:0034331)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	SDF4
Regulation of Ubiquitin-Protein Transferase Activity (GO:0051438)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	MAGEA2
Release of Cytochrome C From Mitochondria (GO:0001836)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	GGCT
Positive Chemotaxis (GO:0050918)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	SCRIB
Response to Ethanol (GO:0045471)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	SDF4
Positive Regulation of Cardiac Muscle Tissue Growth (GO:0055023)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	LONP1
Positive Regulation of Collagen Metabolic Process (GO:0010714)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	VIM
Electron Transport Chain (GO:0022900)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	NDUFA5
Epithelial Cell Morphogenesis (GO:0003382)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	AMOTL2
Positive Regulation of Macrophage Activation (GO:0043032)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	HSPD1
Positive Regulation of Potassium Ion Transport (GO:0043268)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	KCNN4
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	ELOVL1
miRNA-mediated Gene Silencing by Inhibition of Translation (GO:0035278)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	EIF6
rRNA Transcription (GO:0009303)	1/17	0.17864700321714588	0.33662790066367076	0	0	5.388241525423729	9.280402602090625	SIRT7
Negative Regulation of Cytokine-Mediated Signaling Pathway (GO:0001960)	2/67	0.1801537218497334	0.33794318305419596	0	0	2.657545008183306	4.554885400436535	NR1H2;GPS2
Regulation of Protein Serine/Threonine Kinase Activity (GO:0071900)	2/67	0.1801537218497334	0.33794318305419596	0	0	2.657545008183306	4.554885400436535	CDC37;LONP1
Regulation of Cellular Localization (GO:0060341)	2/67	0.1801537218497334	0.33794318305419596	0	0	2.657545008183306	4.554885400436535	DVL1;RACK1
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	2/68	0.18429016294835185	0.33794318305419596	0	0	2.617150225660864	4.426239069114746	DDX3X;PDPK1
Positive Regulation of Type I Interferon Production (GO:0032481)	2/68	0.18429016294835185	0.33794318305419596	0	0	2.617150225660864	4.426239069114746	DDX3X;HSPD1
Transcription by RNA Polymerase II (GO:0006366)	4/194	0.1853579968392517	0.33794318305419596	0	0	1.8226338378134177	3.0719877391506696	ANXA2;NR1H2;TAF10;DDX56
Regulation of Defense Response to Virus (GO:0050688)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	C1QBP
Negative Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	RACK1
Regulation of Epidermal Cell Differentiation (GO:0045604)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	ERRFI1
SMAD Protein Signal Transduction (GO:0060395)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	WWTR1
Negative Regulation of Nucleocytoplasmic Transport (GO:0046823)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	DDX39A
Amyloid Precursor Protein Metabolic Process (GO:0042982)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	APH1A
Androgen Receptor Signaling Pathway (GO:0030521)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	DDX5
Negative Regulation of Translational Initiation (GO:0045947)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	SCRIB
Regulation of Oxidoreductase Activity (GO:0051341)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	PHB2
Nuclear Chromosome Segregation (GO:0098813)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	KIF22
Cellular Response to Glucocorticoid Stimulus (GO:0071385)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	HNRNPU
Regulation of Vascular Endothelial Cell Proliferation (GO:1905562)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	PDPK1
Regulation of Viral Entry Into Host Cell (GO:0046596)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	P4HB
Regulation of Viral Transcription (GO:0046782)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	TARBP2
Positive Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	KCNN4
Positive Regulation of Fatty Acid Metabolic Process (GO:0045923)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	NR1H2
Positive Regulation of Glucose Metabolic Process (GO:0010907)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	SIRT7
Establishment of Chromosome Localization (GO:0051303)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	KIF22
Estrogen Receptor Signaling Pathway (GO:0030520)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	DDX5
Transepithelial Transport (GO:0070633)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	BEST1
Positive Regulation of Lymphocyte Migration (GO:2000403)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	P4HB
Glycerolipid Catabolic Process (GO:0046503)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	SMPD4
Positive Regulation of Potassium Ion Transmembrane Transport (GO:1901381)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	KCNN4
Positive Regulation of Stem Cell Proliferation (GO:2000648)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	HNRNPU
Positive Regulation of Ubiquitin-Protein Transferase Activity (GO:0051443)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	MAGEA2
Linoleic Acid Metabolic Process (GO:0043651)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	ELOVL1
Protein Branched Polyubiquitination (GO:0141198)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	ANAPC13
Protein Deacylation (GO:0035601)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	SIRT7
Protein Localization to Chromosome, Centromeric Region (GO:0071459)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	KCNN4
Mitochondrial Fusion (GO:0008053)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	STOML2
Regulation of Activin Receptor Signaling Pathway (GO:0032925)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	CSNK2B
Negative Regulation of DNA-templated Transcription, Elongation (GO:0032785)	1/18	0.1881048003903301	0.33794318305419596	0	0	5.071036889332004	8.472465423598928	HNRNPU
Autophagosome Organization (GO:1905037)	2/69	0.1884402892516515	0.3381315349362559	0	0	2.5779612575420767	4.302550544303321	BECN1;ATG12
Endomembrane System Organization (GO:0010256)	4/196	0.18998065369162612	0.34047877544244975	0	0	1.8034692417739628	2.995261293770345	CTDNEP1;COG8;SMPD4;CSNK1A1
Amide Biosynthetic Process (GO:0043604)	2/70	0.19260324319718708	0.3434992147531341	0	0	2.539924906132666	4.1835685806221985	SMPD4;CERS2
Positive Regulation of Apoptotic Signaling Pathway (GO:2001235)	2/70	0.19260324319718708	0.3434992147531341	0	0	2.539924906132666	4.1835685806221985	BECN1;RACK1
tRNA Modification (GO:0006400)	2/70	0.19260324319718708	0.3434992147531341	0	0	2.539924906132666	4.1835685806221985	TRMT112;DUS1L
Lysosomal Transport (GO:0007041)	2/70	0.19260324319718708	0.3434992147531341	0	0	2.539924906132666	4.1835685806221985	BECN1;CHMP1A
Negative Regulation of Lipid Storage (GO:0010888)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	NR1H2
Regulation of Megakaryocyte Differentiation (GO:0045652)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	EIF6
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	AURKB
Alpha-Beta T Cell Activation (GO:0046631)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	STOML2
Negative Regulation of Transferase Activity (GO:0051348)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	HNRNPU
Positive Regulation of Cation Transmembrane Transport (GO:1904064)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	KCNN4
Positive Regulation of Cell Cycle Phase Transition (GO:1901989)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	PHB2
Positive Regulation of Embryonic Development (GO:0040019)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	RACK1
Vasculature Development (GO:0001944)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	ERRFI1
Heme Biosynthetic Process (GO:0006783)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	HMBS
mRNA Cis Splicing, via Spliceosome (GO:0045292)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	SRSF7
Maintenance of Protein Localization in Organelle (GO:0072595)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	HNRNPU
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	1/19	0.19745414623965665	0.34666799806866666	0	0	4.789077212806026	7.769075204740389	LETM1
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	2/72	0.2009642921977445	0.3515676042504695	0	0	2.467112462006079	3.9587978281076377	DDX3X;GRINA
Autophagosome Assembly (GO:0000045)	2/72	0.2009642921977445	0.3515676042504695	0	0	2.467112462006079	3.9587978281076377	BECN1;ATG12
Positive Regulation of TOR Signaling (GO:0032008)	2/72	0.2009642921977445	0.3515676042504695	0	0	2.467112462006079	3.9587978281076377	CSNK1A1;LONP1
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	4/202	0.20406320669681843	0.35193582491544956	0	0	1.748298434993714	2.7786152780137963	DDX3X;CHMP1A;RACK1;OVOL2
Positive Regulation of Cell-Substrate Adhesion (GO:0010811)	2/73	0.20516075983467466	0.35193582491544956	0	0	2.4322445310158827	3.8525814837396166	C1QBP;P4HB
Positive Regulation of Protein Transport (GO:0051222)	2/73	0.20516075983467466	0.35193582491544956	0	0	2.4322445310158827	3.8525814837396166	RACK1;OAZ2
Regulation of Protein Phosphorylation (GO:0001932)	3/136	0.20653698174093155	0.35193582491544956	0	0	1.9499710815500289	3.075642186478054	RACK1;NOP53;MEN1
Regulation of Collagen Biosynthetic Process (GO:0032965)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	VIM
Regulation of Fatty Acid Metabolic Process (GO:0019217)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	EIF6
Negative Regulation of Leukocyte Mediated Cytotoxicity (GO:0001911)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	GRB2
Regulation of Meiotic Cell Cycle (GO:0051445)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	ANAPC13
Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901028)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	SLC25A6
Ameboidal-Type Cell Migration (GO:0001667)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	AMOTL2
Neuromuscular Junction Development (GO:0007528)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	DVL1
Nucleosome Disassembly (GO:0006337)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	SMARCE1
Oligodendrocyte Differentiation (GO:0048709)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	SOX10
Cardiac Ventricle Development (GO:0003231)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	NACA
Positive Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010971)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	CDK4
Positive Regulation of Blood Coagulation (GO:0030194)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	USF1
Heart Trabecula Morphogenesis (GO:0061384)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	NACA
Positive Regulation of Protein Processing (GO:0010954)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	ANXA2
Hydrogen Peroxide Catabolic Process (GO:0042744)	1/20	0.20669627916248437	0.35193582491544956	0	0	4.536797502230152	7.1522831006193375	PRDX2
