gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LSS	704.472	-0.3655	0.1551	0.0168	0.0312
LST1	0.6229	0.1951	1.0754	0.4687	NA
LTA	0.8206	-0.2296	1.0632	0.4413	NA
LTA4H	2244.7251	0.9961	0.089	0	0
LTB	0.9907	0.0572	1.0316	0.8615	NA
LTB4R	93.8251	-1.2311	0.3589	2e-04	5e-04
LTB4R2	23.2785	-1.3462	0.6743	0.0084	0.0164
LTBP1	417.0947	1.3018	0.1681	0	0
LTBP2	237.2572	-0.7656	0.2197	3e-04	8e-04
LTBP3	6409.2416	0.8222	0.0749	0	0
LTBP4	1392.7959	0.6543	0.1042	0	0
LTBR	2463.0882	-0.1345	0.0853	0.113	0.1746
LTF	3.3041	0.4069	0.925	0.3791	0.485
LTK	2.7557	-0.1472	0.929	0.7394	0.8129
LTN1	630.675	-0.4934	0.1413	4e-04	9e-04
LTV1	525.6295	-1.5525	0.1656	0	0
LUC7L	681.1927	-0.7446	0.1387	0	0
LUC7L2	2464.2698	0.2282	0.0825	0.0055	0.0109
LUC7L3	1488.6348	-2.5572	0.1078	0	0
LUCAT1	6.6461	0.0079	0.7961	0.9873	0.9919
LUM	50.6355	0.6735	0.421	0.0744	0.1205
LURAP1	10.1138	-1.6375	1.0474	0.0045	0.0091
LURAP1L	132.7856	1.0199	0.2807	1e-04	3e-04
LUZP1	3881.244	1.1557	0.0748	0	0
LUZP2	1.2968	-0.0078	1.0256	0.9815	NA
LUZP6	5621.6447	1.4446	0.0748	0	0
LY6E	4302.9759	0.8776	0.0774	0	0
LY6G5B	37.7123	-0.3785	0.4865	0.3674	0.4727
LY6G5C	3.7914	-0.4373	0.9144	0.353	0.4583
LY6G6C	0.4083	-0.0904	1.0812	0.7044	NA
LY6K	1582.3704	0.3354	0.1123	0.0026	0.0055
LY75-CD302	0.5789	-0.121	1.0807	0.6202	NA
LY96	2.9346	0.4446	0.9576	0.3195	0.4227
LYAR	2033.1299	-0.5434	0.0899	0	0
LYG1	1.907	-0.333	1.0167	0.3809	0.4868
LYG2	3.0415	0.128	0.9388	0.7681	0.8348
LYL1	181.8485	-0.2038	0.2547	0.4056	0.5128
LYN	346.7379	-0.6473	0.1845	3e-04	8e-04
LYNX1	25.4229	0.2653	0.5435	0.5562	0.6567
LYPD1	1599.5359	-0.1029	0.0983	0.2925	0.3935
LYPD3	163.1327	0.8082	0.2539	9e-04	0.0021
LYPD5	3.077	0.1613	0.9064	0.7245	0.8012
LYPD6	4.4319	-0.2745	0.8667	0.569	0.6684
LYPD8	1.3898	-0.0631	1.0057	0.8626	NA
LYPLA1	1709.4906	0.4632	0.1031	0	0
LYPLA2	3222.1419	0.1072	0.0816	0.1873	0.2695
LYPLAL1	202.6116	0.4352	0.2278	0.0488	0.0824
LYRM1	339.9791	0.3681	0.1816	0.0388	0.067
LYRM2	899.7942	0.6679	0.1189	0	0
LYRM4	305.6751	0.3636	0.1918	0.0527	0.0885
LYRM5	77.0424	0.8527	0.355	0.0094	0.0182
LYRM7	519.3497	-0.4103	0.1518	0.0061	0.0121
LYRM9	6.4645	0.0774	0.7973	0.8763	0.9149
LYSMD1	251.2434	1.0903	0.2111	0	0
LYSMD2	171.7075	-1.3129	0.2583	0	0
LYSMD3	233.4083	-2.0196	0.234	0	0
LYSMD4	44.9985	-1.7529	0.4993	0	1e-04
LYST	143.7563	-2.1234	0.3262	0	0
LYZ	153.327	1.0386	0.2601	0	1e-04
LZIC	610.5192	0.6888	0.1459	0	0
LZTFL1	237.4079	0.4582	0.2119	0.0264	0.0471
LZTR1	539.1567	-0.2614	0.1487	0.075	0.1213
LZTS1	96.8214	-2.6338	0.3933	0	0
LZTS2	1312.6809	-1.8169	0.1142	0	0
LZTS3	57.9787	-0.5918	0.4039	0.1054	0.1643
M1AP	1.1561	-0.1857	1.0339	0.5807	NA
M6PR	3918.5789	-0.0073	0.0711	0.9175	0.9451
MAATS1	0.6353	0.0116	1.0653	0.9654	NA
MAB21L1	803.0673	2.1878	0.1358	0	0
MAB21L2	0.6177	0.1925	1.0755	0.4736	NA
MAB21L3	0.1937	-0.0387	1.081	0.8687	NA
MACF1	2304.662	-1.0156	0.0932	0	0
MACROD1	450.1568	0.7821	0.1594	0	0
MACROD2	9.5006	0.6486	0.7501	0.2059	0.2918
MAD1L1	607.0321	-0.6995	0.1509	0	0
MAD2L1	1464.6614	0.3258	0.1035	0.0015	0.0033
MAD2L1BP	618.1815	1.349	0.1446	0	0
MAD2L2	600.3721	0.2005	0.1404	0.1485	0.2209
MADD	887.064	-2.1216	0.1315	0	0
MAEA	1545.8312	0.0554	0.0955	0.5596	0.6598
MAF	305.8512	-0.0884	0.1971	0.6462	0.7362
MAF1	2491.4126	0.5093	0.0968	0	0
MAFA	4.6623	-0.1746	0.8611	0.7165	0.7947
MAFB	36.1821	0.0282	0.4715	0.9453	0.9634
MAFF	853.1678	0.8037	0.126	0	0
MAFG	1138.8031	-1.6069	0.1117	0	0
MAFG-AS1	121.7238	-1.0997	0.3199	2e-04	6e-04
MAFIP	364.5226	-0.7014	0.1773	1e-04	1e-04
MAFK	1031.2942	0.1002	0.1258	0.4216	0.5292
MAG	4.8808	0.4934	0.9025	0.305	0.4071
MAGEA1	97.9124	0.074	0.3199	0.8058	0.8622
MAGEA10	1373.4054	0.8987	0.0998	0	0
MAGEA11	509.9769	0.1965	0.1519	0.1898	0.2725
MAGEA12	2005.3559	0.1711	0.0899	0.0559	0.0932
MAGEA2	709.4685	0.6805	0.4787	0.1012	0.1584
MAGEA2B	3014.631	0.77	0.089	0	0
MAGEA3	4434.3931	0.4379	0.0701	0	0
MAGEA4	22453.5456	1.1074	0.0538	0	0
MAGEA5	0.9907	-0.2829	1.0602	0.3685	NA
MAGEA6	3608.1381	0.7218	0.08	0	0
MAGEA8	0.5265	0.0374	1.0744	0.8804	NA
MAGEA9	0.7711	-0.1769	1.0732	0.5118	NA
