gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
MTHFD2L	62.1222	0.1908	0.459	0.6469	0.7513
MTHFR	142.8085	-2.3259	0.3773	0	0
MTHFS	316.672	-0.0445	0.2774	0.8683	0.9164
MTHFSD	160.1747	-1.7518	0.3961	0	0
MTIF2	698.4607	-0.561	0.2278	0.0118	0.0276
MTIF3	186.4261	-0.467	0.3029	0.1084	0.1862
MTL5	9.0468	-0.4493	0.8295	0.4224	0.5528
MTM1	94.836	-2.3534	0.4564	0	0
MTMR1	861.1835	-0.2655	0.2151	0.208	0.3188
MTMR10	304.1899	-0.7365	0.297	0.0099	0.0237
MTMR11	31.8833	-0.2226	0.5578	0.643	0.7481
MTMR12	480.6006	-1.8168	0.2721	0	0
MTMR14	730.4123	-0.5866	0.2273	0.0083	0.0203
MTMR2	1158.1494	-0.1898	0.2121	0.3617	0.4925
MTMR3	224.2518	-2.3645	0.408	0	0
MTMR4	473.7403	-1.9882	0.2606	0	0
MTMR6	567.1473	-0.6526	0.2705	0.0127	0.0296
MTMR7	7.9239	-0.9944	0.9299	0.0801	0.1447
MTMR8	5.6685	0.0968	0.8839	0.8598	0.9107
MTMR9	272.7888	-1.6769	0.2876	0	0
MTMR9LP	3.5903	-0.0452	0.9685	0.9297	0.9552
MTNR1A	1.1934	-0.1892	1.1627	0.4993	NA
MTO1	216.1936	-0.3028	0.3154	0.3157	0.4437
MTOR	1773.2403	0.0132	0.2329	0.9537	0.9705
MTPAP	379.2267	-0.0235	0.5016	0.958	0.973
MTPN	5034.2564	1.3022	0.2095	0	0
MTR	1181.4562	-0.2154	0.2091	0.2937	0.419
MTRF1	77.5224	-0.851	0.4311	0.0315	0.0654
MTRF1L	746.4128	0.2921	0.2184	0.1721	0.2731
MTRNR2L2	0.6865	0.2031	1.1619	0.4754	NA
MTRNR2L3	3.397	1.0471	1.2062	0.0271	0.0574
MTRNR2L4	3.1713	0.4615	1.0076	0.3592	0.49
MTRNR2L8	0.199	-0.0334	1.1594	0.9014	NA
MTRR	780.3448	-0.0499	0.2331	0.8265	0.888
MTSS1	25.6273	-0.1044	0.6352	0.8406	0.8975
MTSS1L	1005.9747	-1.5322	0.2256	0	0
MTTP	0.3995	-0.0927	1.159	0.7356	NA
MTURN	162.4346	0.3878	0.3293	0.2165	0.329
MTUS1	144.0768	-1.3445	0.3822	2e-04	6e-04
MTUS2	8.8689	-0.8218	0.9017	0.1446	0.2367
MTUS2-AS1	1.9675	-0.0025	1.1078	0.9946	NA
MTVR2	0.2	-0.0339	1.1594	0.8999	NA
