gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
A1BG	153.5025	-0.065	0.1475	0.3474	0.6885
A1BG-AS1	90.6312	-0.1086	0.1734	0.1139	0.4135
A1CF	0.4959	0.0042	0.1896	0.597	NA
A2M	67.8092	-0.0416	0.1588	0.484	NA
A2M-AS1	1.062	-0.0046	0.1866	0.6576	NA
A3GALT2	2.3479	-0.0182	0.1883	0.2078	NA
A4GALT	225.3667	-0.0614	0.1377	0.394	0.7245
A4GNT	0.3935	0.0031	0.1902	0.6712	NA
AAAS	1658.9241	-0.0204	0.0986	0.7801	0.9257
AACS	1439.797	-0.1342	0.1008	0.0736	0.3248
AACSP1	32.3382	0.0265	0.1678	0.5888	NA
AADAT	506.5678	-0.0206	0.1134	0.7824	0.9264
AAED1	228.38	-0.0279	0.129	0.6994	0.8927
AAGAB	1353.105	0.2724	0.1272	0.0016	0.0344
AAK1	1006.5487	-0.1099	0.1149	0.1542	0.4794
AAMDC	73.1142	-0.0088	0.1519	0.884	0.9648
AAMP	3398.0024	0.0362	0.0972	0.6194	0.8566
AANAT	3.2581	-0.0226	0.1859	0.2358	NA
AAR2	1552.7565	0.1766	0.1063	0.0224	0.1744
AARD	60.4362	-0.0409	0.1599	0.4852	NA
AARS	5018.5602	0.0066	0.0877	0.9247	0.9774
AARS2	1135.5084	-0.0838	0.1052	0.2646	0.6111
AARSD1	570.0247	0.0207	0.1183	0.7809	0.926
AASDH	154.1267	-0.071	0.1436	0.3203	0.665
AASDHPPT	2063.6919	0.0933	0.0993	0.2073	0.5487
AASS	846.2208	-0.0905	0.1115	0.2345	0.5796
AATF	3423.35	0.0912	0.0912	0.2019	0.5429
AATK	40.3079	-0.0357	0.1693	0.4725	NA
ABAT	190.1782	-0.3117	0.2239	0.0027	0.0482
ABCA1	208.6718	0.0487	0.1409	0.4848	0.7865
ABCA10	140.4068	-0.0984	0.1579	0.1684	0.4976
ABCA11P	76.0632	0.0063	0.1511	0.9174	0.976
ABCA12	27.2277	0.0211	0.1701	0.6419	NA
ABCA13	27.0692	-0.0405	0.1732	0.3896	NA
ABCA17P	0.7117	-0.0031	0.1868	0.7489	NA
ABCA2	1788.6631	-0.0428	0.0936	0.5527	0.8247
ABCA3	23.6047	0.0094	0.1723	0.8175	NA
ABCA4	1.08	-0.0047	0.1865	0.6502	NA
ABCA5	78.3967	-0.0803	0.169	0.2007	0.5418
ABCA6	5.2175	-0.0065	0.1822	0.7592	NA
ABCA7	77.1866	-0.0392	0.1563	0.5191	0.8067
ABCA8	29.7675	-0.0574	0.1782	0.2349	NA
ABCA9	0.9544	0.0049	0.1864	0.6433	NA
ABCB1	132.7092	-0.1553	0.1774	0.0486	0.2665
ABCB10	915.8113	-0.0504	0.1068	0.5004	0.7957
ABCB4	16.2959	-0.0145	0.1749	0.7014	NA
ABCB5	0.8419	-0.009	0.19	0.3534	NA
ABCB6	701.0611	-0.561	0.1656	0	3e-04
ABCB7	410.8292	0.03	0.1211	0.685	0.8882
ABCB8	315.1494	-0.0087	0.1217	0.9055	0.972
ABCB9	656.5176	-0.162	0.1209	0.0433	0.2516
ABCC1	1867.5524	-0.1083	0.0975	0.1417	0.4583
ABCC10	377.385	-0.1881	0.1477	0.0266	0.1926
ABCC11	1.554	3e-04	0.1847	0.9828	NA
ABCC12	0.2548	-0.0022	0.1899	0.7604	NA
ABCC2	452.084	-0.2643	0.1662	0.0048	0.07
ABCC3	32.194	-0.0224	0.1691	0.6318	NA
ABCC4	870.6497	-0.1228	0.1142	0.1134	0.4126
ABCC5	609.6505	-0.1963	0.1306	0.0187	0.158
ABCC6	2.1286	0.0107	0.186	0.4221	NA
ABCC6P1	0.2543	-0.0022	0.1899	0.7608	NA
ABCC6P2	2.4422	0.0092	0.1839	0.5873	NA
ABCC8	0.2993	0.0023	0.1899	0.75	NA
ABCC9	0.3674	-0.0031	0.1904	0.6675	NA
ABCD1	751.5453	-0.2234	0.1294	0.0083	0.0976
ABCD2	0.5147	-0.0046	0.1897	0.5689	NA
ABCD3	983.431	-0.0996	0.1075	0.1893	0.5249
ABCD4	378.1546	-0.0376	0.122	0.6121	0.8534
ABCE1	3676.8505	0.1354	0.0954	0.0647	0.3056
ABCF1	4110.98	0.2458	0.1054	0.0017	0.0357
ABCF2	2357.2002	0.0586	0.0911	0.4112	0.7371
ABCF3	1281.522	0.0703	0.1033	0.3458	0.6864
ABCG1	2.6652	0.001	0.1831	0.9562	NA
ABCG2	89.1966	-0.018	0.1514	0.7696	0.9219
ABCG4	4.3927	-0.0252	0.1853	0.2394	NA
ABCG5	1.2133	0.0132	0.1906	0.2399	NA
ABHD1	4.9025	-0.0169	0.1826	0.4687	NA
ABHD10	927.8527	-0.115	0.1121	0.1353	0.4475
ABHD11	381.7684	0.0402	0.1226	0.5877	0.8423
ABHD12	1099.1621	-0.0427	0.1047	0.5663	0.8327
ABHD12B	1.5738	-1e-04	0.1843	0.9964	NA
ABHD13	528.9391	0.0139	0.115	0.8517	0.955
ABHD14A	227.6282	-0.0368	0.1311	0.6105	0.8528
ABHD14A-ACY1	6.1163	-0.0099	0.2037	0.2034	NA
ABHD14B	1428.2155	-0.4108	0.1383	0	0.0015
ABHD15	386.1148	-0.2054	0.149	0.0176	0.1532
ABHD16A	526.0559	0.0491	0.1202	0.5112	0.8018
ABHD16B	176.7027	-0.1009	0.148	0.175	0.5068
ABHD17A	1640.6041	-0.0629	0.1073	0.402	0.7292
ABHD17B	1035.9528	-0.048	0.1058	0.5202	0.8081
ABHD17C	4078.9345	0.1656	0.0918	0.0217	0.172
ABHD2	1944.2429	-0.1066	0.1066	0.1599	0.487
ABHD3	202.1658	-0.6999	0.2601	0	6e-04
ABHD4	261.2521	-0.118	0.1397	0.129	0.4369
ABHD5	428.0976	0.0093	0.1157	0.9007	0.9703
ABHD6	418.5136	0.0019	0.1165	0.9795	0.993
ABHD8	557.0173	-0.1476	0.1288	0.066	0.3078
ABI1	777.0786	0.1006	0.1116	0.1881	0.5238
ABI2	1257.2681	-0.0333	0.102	0.6527	0.8754
ABI3BP	43.4713	-0.0384	0.1654	0.4764	NA
ABL1	4299.9986	0.1296	0.0903	0.0693	0.3138
ABL2	3254.9105	0.1787	0.1147	0.0247	0.1848
ABLIM1	271.7667	-0.0577	0.1297	0.434	0.7496
ABLIM2	0.2845	-0.0025	0.19	0.7332	NA
ABLIM3	113.2351	-0.0432	0.1481	0.5131	0.8029
ABR	3900.6079	0.0262	0.0887	0.7092	0.896
ABRA	0.3935	0.0031	0.1902	0.6712	NA
ABRACL	532.1119	-0.0174	0.1114	0.8154	0.9412
ABT1	1009.3671	0.1087	0.1084	0.1539	0.4791
ABTB1	223.657	0.1712	0.1658	0.0388	0.2379
ABTB2	785.4609	-0.0905	0.1077	0.2316	0.5761
AC002116.7	11.663	-0.0117	0.1774	0.7239	NA
AC002454.1	14.505	-0.0057	0.175	0.8752	NA
AC002480.3	0.7514	0.0025	0.1866	0.7954	NA
AC003102.3	7.2492	0.0451	0.19	0.0868	NA
AC003665.1	12.4176	-0.0431	0.1831	0.2247	NA
AC004893.11	82.1686	0.0533	0.1575	0.3945	0.7248
AC005264.2	2.3012	-0.0144	0.1853	0.3699	NA
AC005550.4	46.5801	-0.0187	0.161	0.73	NA
AC005592.2	11.9002	-0.0407	0.183	0.2372	NA
AC005594.3	3.3397	0.0021	0.1825	0.9163	NA
AC006145.4	0.3935	0.0031	0.1902	0.6712	NA
AC007038.7	1.3076	0.0026	0.1851	0.8309	NA
AC007040.7	65.1597	-0.3786	0.3177	4e-04	NA
AC007163.6	0.7076	-0.0027	0.1874	0.7637	NA
AC007246.3	4.6631	8e-04	0.1819	0.9711	NA
AC007405.4	0.1968	0.0018	0.1897	0.798	NA
AC007551.3	1.0794	-0.0047	0.1865	0.6501	NA
AC007773.2	19.6121	-0.061	0.1854	0.1501	NA
AC007879.2	0.2507	-0.0022	0.1899	0.7635	NA
AC009501.4	9.8862	0.042	0.1859	0.1662	NA
AC009948.5	63.0853	-0.0897	0.1764	0.1461	NA
AC010091.1	7.4034	-0.0096	0.1796	0.7339	NA
AC010226.4	6.2618	0.0144	0.1814	0.57	NA
AC010524.2	2.7296	-0.0037	0.1831	0.8366	NA
AC010890.1	8.4873	0.0104	0.1791	0.7246	NA
AC010987.6	2.089	-0.0055	0.184	0.7245	NA
AC011738.4	2.6987	4e-04	0.1837	0.9776	NA
AC011747.7	1.6249	0.0115	0.1867	0.3705	NA
AC012309.5	12.0913	0.0116	0.1774	0.7246	NA
AC012314.8	13.9092	0.0285	0.1792	0.4125	NA
AC012507.3	0.5151	-0.0046	0.1897	0.5685	NA
AC015922.6	0.5515	2e-04	0.188	0.9794	NA
AC016629.8	73.7166	-0.1778	0.2149	0.0193	0.162
AC016995.3	2.8181	-0.0025	0.183	0.8886	NA
AC018470.4	0.2602	-0.0022	0.1899	0.758	NA
AC020571.3	1.7516	0.0018	0.1848	0.8914	NA
AC022007.5	2.1113	-0.016	0.1876	0.2526	NA
AC022311.1	1.4174	-0.0061	0.1853	0.6307	NA
AC058791.1	4.776	-0.0041	0.1816	0.8563	NA
AC068831.10	1.2681	-0.0032	0.1849	0.8023	NA
AC072062.1	0.5583	2e-04	0.188	0.9808	NA
AC074138.3	7.5582	0.0121	0.1815	0.6194	NA
AC074286.1	4.8758	-0.0133	0.1821	0.5647	NA
AC074289.1	6.1636	-0.0119	0.1813	0.6312	NA
AC079145.4	2.7512	0.0172	0.1858	0.2978	NA
AC079610.2	0.5085	-0.0038	0.1907	0.6073	NA
AC079776.3	0.2602	-0.0022	0.1899	0.758	NA
AC091729.9	86.5241	-0.0943	0.1675	0.1606	0.4876
AC092295.7	1.7414	0.002	0.1844	0.8857	NA
AC093391.2	8.0321	0.0053	0.179	0.8539	NA
AC093690.1	0.3935	0.0031	0.1902	0.6712	NA
AC095067.1	0.1957	0.0018	0.1897	0.799	NA
AC096559.1	0.8987	-0.0013	0.1858	0.9024	NA
AC097662.2	1.8825	-0.007	0.1847	0.6192	NA
AC104134.2	0.8922	0.0075	0.1899	0.409	NA
AC104653.1	0.2548	-0.0022	0.1899	0.7604	NA
AC105339.1	0.7055	-0.0026	0.1874	0.7672	NA
AC109828.1	0.1923	0.0018	0.1897	0.8022	NA
AC137932.6	1.3334	-0.0081	0.1863	0.4956	NA
AC144449.1	1.9538	0.0042	0.1839	0.7865	NA
AC145110.1	0.2602	-0.0022	0.1899	0.758	NA
AC147651.4	0.6833	0.0065	0.1892	0.4701	NA
AC159540.1	5.5619	0.0026	0.1808	0.9139	NA
AC159540.1-2	30.945	-0.0159	0.1682	0.7343	NA
ACAA1	992.5091	0.0254	0.1044	0.7323	0.9064
ACAA2	511.5378	-0.0362	0.1141	0.6288	0.8616
ACACA	1706.7139	-0.0722	0.1025	0.3321	0.6766
ACACB	122.2007	-0.1289	0.1689	0.085	0.3517
ACAD10	423.2828	-0.0903	0.125	0.2374	0.5818
ACAD11	251.5373	-0.0726	0.1355	0.3248	0.6695
ACAD8	451.9329	0.0448	0.1162	0.5502	0.823
ACAD9	946.8732	-0.0373	0.1038	0.6154	0.8554
ACADL	18.9782	-0.005	0.1727	0.8994	NA
ACADM	933.0604	-0.0985	0.1063	0.1929	0.5296
ACADS	67.1665	-0.0517	0.1608	0.3907	NA
ACADSB	365.7518	-0.1434	0.1442	0.0738	0.3251
ACADVL	7884.1809	-0.0644	0.0944	0.3733	0.7096
ACAN	593.7171	0.0311	0.1106	0.6773	0.8854
ACAP1	3.5969	0.0151	0.1841	0.4184	NA
ACAP2	749.0823	-0.1284	0.1202	0.1019	0.387
ACAP3	1315.7903	-0.0355	0.1086	0.6343	0.8645
ACAT1	721.3341	0.0596	0.1073	0.4269	0.7457
ACAT2	736.2387	-0.0574	0.1073	0.4441	0.7552
ACBD3	1683.5289	0.139	0.1042	0.0674	0.3099
ACBD4	54.4952	-0.0963	0.1806	0.1188	NA
ACBD5	888.4739	-0.0021	0.1051	0.9774	0.9923
ACBD6	1207.2067	0.2837	0.1371	0.0015	0.0339
ACBD7	94.1484	-0.0267	0.1487	0.6759	0.8848
ACCS	55.2745	-0.1237	0.1948	0.0559	NA
ACCSL	0.5186	-0.0039	0.1906	0.6007	NA
ACD	1307.5895	0.157	0.1121	0.045	0.2561
ACE	3.4014	-0.0011	0.1825	0.9542	NA
ACE2	2.7697	0.0113	0.1842	0.5061	NA
ACER2	54.4282	-0.0376	0.1612	0.5098	NA
ACER3	340.08	-0.0679	0.1324	0.3584	0.6989
ACHE	41.0956	0.0387	0.1668	0.4635	NA
ACIN1	4563.5043	0.2122	0.104	0.006	0.0797
ACKR2	0.9471	0.0046	0.1863	0.6619	NA
ACKR4	2.5347	-0.0048	0.1837	0.7705	NA
ACLY	8447.4118	-0.0666	0.0838	0.3304	0.6751
ACN9	923.2808	-0.022	0.1026	0.7661	0.9212
ACO1	648.8055	-0.0137	0.1092	0.8545	0.956
ACO2	2339.5565	0.034	0.0936	0.6364	0.8655
ACOT1	49.3606	0.0091	0.1597	0.8679	NA
ACOT11	12.5735	-0.0178	0.1774	0.604	NA
ACOT13	186.4071	-6e-04	0.1337	0.9937	0.9977
ACOT2	405.2214	-0.0586	0.1218	0.4348	0.7502
ACOT6	0.2602	-0.0022	0.1899	0.758	NA
ACOT7	7340.4463	0.1067	0.0933	0.1401	0.4554
ACOT8	381.1844	0.0817	0.1249	0.2821	0.6307
ACOT9	1213.363	0.0218	0.0979	0.7655	0.9211
ACOX1	763.0921	-0.047	0.1065	0.5296	0.8133
ACOX2	289.532	0.0224	0.1265	0.7583	0.9174
ACOX3	387.6661	-0.23	0.1559	0.0101	0.1095
ACP1	1314.7445	0.1035	0.1026	0.1674	0.4968
ACP2	799.3243	-0.0062	0.1079	0.9339	0.9802
ACP5	138.6215	-0.0333	0.1423	0.6237	0.859
ACP6	718.8292	-0.2958	0.1541	0.0017	0.0362
ACPL2	2095.2785	0.0279	0.0949	0.7002	0.893
ACPP	54.6179	0.0335	0.1609	0.5537	NA
ACPT	0.5987	0.0045	0.1901	0.5645	NA
ACRBP	3.219	0.0013	0.1827	0.9473	NA
ACRC	41.7224	0.0786	0.1796	0.1593	NA
ACRV1	4.4119	-0.0091	0.182	0.6829	NA
ACSBG1	3.7864	-0.0076	0.1825	0.7101	NA
ACSBG2	0.1744	0.0016	0.1896	0.8201	NA
ACSF2	43.3415	-0.0278	0.1654	0.5905	NA
ACSF3	606.3234	-0.1136	0.1165	0.1424	0.4597
ACSL1	802.8713	-0.0056	0.1088	0.9404	0.981
ACSL3	2745.076	-0.0847	0.094	0.2422	0.588
ACSL4	921.1388	-0.2151	0.1344	0.0116	0.119
ACSL5	3.8794	-0.0235	0.1856	0.2375	NA
ACSL6	0.8587	0.003	0.1869	0.7525	NA
ACSM3	32.0044	0.0458	0.173	0.3509	NA
ACSS1	64.4925	-0.0829	0.1721	0.1806	NA
ACSS2	352.6352	-0.1317	0.1334	0.0968	0.3766
ACSS3	104.7659	-0.1135	0.1761	0.1003	0.3841
ACTA1	2.3614	0.0081	0.184	0.6225	NA
ACTA2	384.8319	0.1283	0.1296	0.1043	0.3934
ACTB	97507.2198	0.2625	0.1013	6e-04	0.0185
ACTBL2	21.1581	0.0214	0.1726	0.6126	NA
ACTC1	1.338	0.0086	0.1864	0.4701	NA
ACTG1	81216.5197	0.3417	0.1061	0	0.0015
ACTG2	0.7499	0.0062	0.1899	0.4696	NA
ACTL10	79.8437	-0.0716	0.1628	0.261	0.6071
ACTL6A	1294.2047	0.1001	0.1014	0.1799	0.5137
ACTL7B	0.8185	-0.0023	0.1868	0.8046	NA
ACTL8	327.3313	0.1052	0.1331	0.1721	0.503
ACTN1	13264.3223	0.1338	0.0856	0.0537	0.2797
ACTN2	30.625	-0.0106	0.1664	0.8254	NA
ACTN4	26096.5687	0.167	0.087	0.0171	0.151
ACTR10	572.3504	-0.1114	0.1166	0.15	0.4713
ACTR1A	3752.7577	0.0038	0.0907	0.9575	0.9856
ACTR1B	919.814	-0.0763	0.1081	0.3116	0.6587
ACTR2	7703.5649	-0.096	0.097	0.1909	0.5269
ACTR3	3056.3832	0.0573	0.0893	0.4176	0.7405
ACTR3B	316.8554	-0.1468	0.1412	0.0687	0.3129
ACTR5	317.3095	0.1069	0.1316	0.1665	0.4958
ACTR6	578.7778	0.0124	0.1099	0.8683	0.9596
ACTR8	743.5994	-0.0259	0.1058	0.7277	0.905
ACTRT3	22.3746	0.0143	0.1708	0.7429	NA
ACVR1	406.6286	-0.0385	0.1182	0.6059	0.8503
ACVR1B	857.986	0.0736	0.108	0.3288	0.6731
ACVR1C	11.7607	-0.0184	0.1786	0.5689	NA
ACVR2A	179.9802	0.041	0.1353	0.564	0.8313
ACVR2B	341.8295	0.0892	0.1316	0.2394	0.5842
ACVR2B-AS1	19.7363	-0.017	0.1726	0.6823	NA
ACVRL1	0.7829	0.0066	0.1899	0.4502	NA
ACY1	1362.8821	-0.0261	0.1028	0.7249	0.904
ACY3	0.1935	0.0018	0.1897	0.801	NA
ACYP1	68.3703	-0.0974	0.1775	0.126	NA
ACYP2	98.9463	0.0164	0.1466	0.7988	0.9326
AD000090.2	157.5281	-0.6355	0.2838	0	0.0017
ADA	289.1804	-0.199	0.1623	0.0217	0.172
ADAL	186.6523	-0.7247	0.255	0	4e-04
ADAM10	3162.7704	0.0873	0.0988	0.2368	0.5812
ADAM11	140.5488	-0.0064	0.1388	0.9249	0.9774
ADAM12	143.7913	-0.0483	0.1435	0.4825	0.7853
ADAM15	7523.7759	0.0804	0.0967	0.2717	0.6179
ADAM17	622.3777	-0.0157	0.1096	0.8335	0.9491
ADAM19	528.4891	-0.2588	0.1506	0.0044	0.066
ADAM1A	44.059	-0.0144	0.1623	0.7838	NA
ADAM20	0.5146	-0.0046	0.1897	0.569	NA
ADAM20P1	2.9272	0.008	0.1834	0.6553	NA
ADAM21	2.7844	-0.0081	0.1836	0.6459	NA
ADAM22	199.5056	0.0105	0.1314	0.8827	0.9648
ADAM23	758.974	-0.1973	0.1263	0.0171	0.151
ADAM32	3.7744	0.0219	0.1851	0.273	NA
ADAM8	109.6657	0.0813	0.1553	0.2391	0.5837
ADAM9	2297.9816	-0.0797	0.0972	0.2767	0.6252
ADAMTS1	190.7693	0.0987	0.1441	0.1873	0.5233
ADAMTS10	2.4811	-0.0019	0.1833	0.9132	NA
ADAMTS12	60.9068	-0.0624	0.1683	0.282	NA
ADAMTS13	40.2381	-0.0259	0.1664	0.6072	NA
ADAMTS14	0.4963	0.0042	0.1896	0.5966	NA
ADAMTS15	489.7576	0.2591	0.155	0.0047	0.069
ADAMTS16	52.1305	0.0114	0.1589	0.8376	NA
ADAMTS17	70.5517	-0.0481	0.159	0.4276	0.7457
ADAMTS19	2.183	-0.013	0.1858	0.3728	NA
ADAMTS2	0.4905	0.0037	0.1907	0.6117	NA
ADAMTS20	18.7536	0.0191	0.1735	0.6389	NA
ADAMTS3	166.5066	-0.0465	0.1443	0.4953	0.794
ADAMTS4	20.0783	-0.0362	0.1766	0.3836	NA
ADAMTS6	40.0488	0.0113	0.1659	0.8168	NA
ADAMTS7	183.7062	-0.0352	0.1348	0.6195	0.8566
ADAMTS8	30.2931	0.0037	0.1692	0.933	NA
ADAMTS9	101.7461	-0.0977	0.1628	0.1613	0.4881
ADAMTS9-AS2	2.7484	0.0205	0.1894	0.1653	NA
ADAMTSL1	44.8646	-0.0347	0.1644	0.52	NA
ADAMTSL3	4.4662	0.0088	0.1819	0.6943	NA
ADAMTSL4	139.5918	-0.0637	0.1467	0.3586	0.6989
ADAMTSL4-AS1	0.2602	-0.0022	0.1899	0.758	NA
ADAMTSL5	40.402	0.0279	0.1655	0.588	NA
ADAP1	15.3102	0.0213	0.1763	0.5654	NA
ADAP2	0.3935	0.0031	0.1902	0.6712	NA
ADAR	7691.929	-0.022	0.0891	0.7549	0.9156
ADARB1	429.282	0.1606	0.1392	0.0499	0.27
ADARB2	0.6475	0.0014	0.1874	0.8723	NA
ADAT1	696.796	-0.4145	0.1742	1e-04	0.0058
ADAT2	114.6321	-0.0496	0.1494	0.4533	0.762
ADAT3	226.6249	-0.0657	0.1387	0.363	0.7024
ADC	93.4521	-0.0291	0.15	0.646	0.8704
ADCK1	95.9244	0.0214	0.1477	0.7382	0.9102
ADCK2	434.8204	-0.1089	0.1271	0.1604	0.4875
ADCK3	1297.1201	0.1517	0.1109	0.0515	0.274
ADCK4	699.2421	-0.2356	0.1411	0.0072	0.0893
ADCK5	126.1591	-0.0546	0.1507	0.4102	0.7364
ADCY1	169.6297	0.0351	0.1374	0.6154	0.8554
ADCY10	1.8176	-0.0023	0.1841	0.8746	NA
ADCY10P1	10.5601	-0.0027	0.1771	0.9325	NA
ADCY3	1893.4542	-0.1865	0.1027	0.0146	0.1368
ADCY5	7.3187	0.0054	0.1795	0.8453	NA
ADCY6	1714.1449	-0.311	0.1228	3e-04	0.0111
ADCY7	943.1036	-0.4416	0.1605	0	0.0021
ADCY9	809.6525	-0.0977	0.111	0.2006	0.5418
ADCYAP1	40.3348	0.0167	0.1632	0.7488	NA
ADCYAP1R1	1.6535	6e-04	0.1849	0.9603	NA
ADD1	3720.3638	-0.0093	0.0873	0.8935	0.9677
ADD2	355.3866	0.0283	0.1209	0.7028	0.8934
ADD3	2232.4209	-0.2466	0.1219	0.0032	0.0538
ADD3-AS1	0.557	2e-04	0.188	0.9815	NA
ADGB	0.5097	-0.0038	0.1907	0.6063	NA
ADH1B	0.1968	0.0018	0.1897	0.798	NA
ADH5	2355.9979	-0.1705	0.0977	0.022	0.1729
ADH6	0.5204	-0.0039	0.1906	0.5992	NA
ADHFE1	6.3904	-0.0082	0.1804	0.7542	NA
ADI1	1864.7766	-0.0305	0.0974	0.6756	0.8848
ADIG	0.5875	0.0044	0.1902	0.5726	NA
ADIPOR1	4679.0551	0.0664	0.0864	0.3397	0.6817
ADIPOR2	2639.0388	0.0203	0.0894	0.774	0.923
ADIRF	6.6837	-0.0279	0.1834	0.294	NA
ADK	748.3884	0.0446	0.1116	0.5518	0.8246
ADM	442.4625	0.1318	0.1453	0.0946	0.3719
ADM2	16.3814	-0.0356	0.1782	0.3649	NA
ADM5	249.3924	0.1206	0.1451	0.1196	0.4217
ADNP	3360.6464	0.0762	0.0944	0.2929	0.6403
ADNP2	779.0792	-0.0953	0.1133	0.2128	0.5563
ADO	1219.1611	0.1323	0.1056	0.0826	0.3461
ADORA1	90.3036	0.088	0.164	0.1895	0.5249
ADORA2A	6.1	0.0097	0.203	0.2099	NA
ADORA2A-AS1	3.4839	0.0099	0.1829	0.624	NA
ADORA2B	355.7514	0.0626	0.1229	0.4042	0.7314
ADPGK	1801.0397	-0.0448	0.0954	0.537	0.8171
ADPGK-AS1	22.4249	0.0028	0.1715	0.9467	NA
ADPRH	82.0068	-0.0502	0.1561	0.4243	0.7443
ADPRHL1	89.4168	0.0185	0.1497	0.7672	0.9212
ADPRHL2	1487.9657	0.1197	0.1118	0.1205	0.423
ADPRM	118.3211	-0.061	0.1501	0.3666	0.7045
ADRA1B	25.1369	-0.0064	0.1701	0.8838	NA
ADRA2A	25.3796	0.0724	0.1867	0.1248	NA
ADRA2B	1.0171	-3e-04	0.1856	0.978	NA
ADRA2C	2.7651	0.0021	0.1831	0.908	NA
ADRB1	10.829	0.0184	0.1784	0.5749	NA
ADRB2	66.9222	0.0669	0.1652	0.2746	NA
ADRBK1	2374.104	-0.124	0.103	0.1002	0.384
ADRBK2	5.2047	-0.0299	0.1858	0.1962	NA
ADRM1	9174.5056	0.0443	0.1008	0.5487	0.8225
ADSL	2600.306	0.017	0.0916	0.812	0.9396
ADSS	2106.9783	0.0067	0.0939	0.9259	0.9774
ADSSL1	33.9141	0.0177	0.166	0.7193	NA
ADTRP	1.1048	6e-04	0.1858	0.9578	NA
AEBP1	2219.6456	0.0195	0.0944	0.7867	0.9278
AEBP2	904.6814	0.1456	0.1276	0.0691	0.3135
AEN	4490.2294	0.0214	0.0859	0.7577	0.9171
AES	7262.284	0.0354	0.0968	0.6269	0.8605
AFAP1	4025.7028	0.0852	0.0913	0.2335	0.5783
AFAP1-AS1	1.2896	-0.0145	0.1914	0.2071	NA
AFAP1L1	773.0461	-0.118	0.1131	0.1266	0.4326
AFAP1L2	257.0932	-0.2039	0.173	0.0197	0.164
AFF1	429.3992	-0.3232	0.2082	0.002	0.0405
AFF2	4.7166	0.0053	0.1818	0.8089	NA
AFF3	21.388	-0.0222	0.1724	0.6043	NA
AFF4	2820.9553	0.0299	0.1102	0.6894	0.889
AFG3L1P	298.4724	0.1245	0.1415	0.1117	0.41
AFG3L2	2193.8856	-0.0066	0.0916	0.9268	0.9774
AFMID	250.099	0.0339	0.1281	0.6411	0.8677
AFP	7.5515	0.0032	0.1793	0.9083	NA
AFTPH	672.2564	0.1205	0.1243	0.1238	0.4293
AGA	499.7697	0.0474	0.116	0.5278	0.8123
AGAP1	892.0371	-0.1591	0.1141	0.0435	0.2517
AGAP1-IT1	1.2926	-0.0141	0.1914	0.2124	NA
AGAP11	4.4385	0.0026	0.1818	0.9045	NA
AGAP2	56.9636	-0.0069	0.1567	0.9031	NA
AGAP2-AS1	494.0482	0.0783	0.1201	0.3031	0.6514
AGAP3	2083.3601	0.1997	0.1127	0.0122	0.1229
AGAP4	181.9978	0.0769	0.1406	0.2918	0.6391
AGAP5	41.0712	7e-04	0.1633	0.9886	NA
AGAP6	273.9394	0.2347	0.178	0.0104	0.1116
AGAP9	90.1198	0.0235	0.1518	0.7029	0.8934
AGBL2	4.4361	-0.0265	0.1863	0.1954	NA
AGBL3	1.1797	-0.0027	0.1858	0.8067	NA
AGBL5	864.8412	-0.1044	0.1074	0.1694	0.4991
AGER	52.9295	0.0554	0.1661	0.3362	NA
AGFG1	1360.5247	0.1253	0.1024	0.0959	0.3744
AGFG2	653.3894	-0.0401	0.1113	0.5921	0.8443
AGGF1	1076.8698	0.0545	0.1036	0.4641	0.7707
AGK	514.066	-0.077	0.1195	0.3108	0.6581
AGL	433.8795	-0.1581	0.1335	0.0521	0.2764
AGMAT	1.4627	-8e-04	0.1844	0.9512	NA
AGMO	406.0334	-0.1134	0.1315	0.1452	0.4642
AGO1	1922.0013	-0.0487	0.0998	0.5086	0.8
AGO2	1423.9345	0.1523	0.1036	0.0453	0.2566
AGO3	412.4041	0.0511	0.1188	0.4952	0.794
AGO4	172.0971	0.0881	0.1541	0.2129	0.5563
AGPAT1	3344.7226	-0.0444	0.0877	0.5255	0.8116
AGPAT2	1371.8975	-0.0068	0.105	0.9268	0.9774
AGPAT3	2078.6275	-0.0115	0.0939	0.8733	0.9615
AGPAT4	53.2922	-0.2369	0.2634	0.0032	NA
AGPAT4-IT1	0.2548	-0.0022	0.1899	0.7604	NA
AGPAT5	1473.5594	0.1803	0.1077	0.0205	0.1667
AGPAT6	1823.1791	0.1938	0.1079	0.0131	0.1285
AGPAT9	4871.6984	-0.0247	0.0876	0.7237	0.9032
AGPS	2281.1687	0.0067	0.0935	0.9256	0.9774
AGRN	11231.3011	-0.027	0.0895	0.7025	0.8934
AGT	0.1953	0.0018	0.1897	0.7994	NA
AGTPBP1	215.0187	0.0574	0.1339	0.4302	0.7475
AGTR1	3.9211	-0.0143	0.1833	0.484	NA
AGTRAP	680.9888	0.0123	0.1126	0.8691	0.9596
AHCTF1	3777.0228	0.1912	0.1122	0.0159	0.1437
AHCTF1P1	11.756	0.047	0.1857	0.1643	NA
AHCY	4907.5723	0.0122	0.0912	0.8635	0.9586
AHCYL1	2801.4579	-0.0342	0.0911	0.6314	0.8631
AHCYL2	450.837	-0.031	0.1182	0.6772	0.8854
AHDC1	1717.1475	0.0097	0.099	0.8944	0.9681
