gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LOC102724843	110.9805	-16.7743	9.0662	0.0	0.0001
PRPF3	2766.2817	1.1431	0.1092	0.0	0.0
RIMKLB	2381.3432	1.0009	0.1139	0.0	0.0
TMEM129	843.6148	-1.07	0.1415	0.0	0.0
