Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Protein Ubiquitination (GO:0016567)	1/368	0.448624065064801	0.4682068615557249	0	0	1.719942098092643	1.378654010818461	SYVN1
Proteasomal Protein Catabolic Process (GO:0010498)	1/371	0.4513179410589979	0.4686056988639904	0	0	1.7057432432432433	1.357060699845693	SYVN1
Regulation of DNA-templated Transcription (GO:0006355)	4/2139	0.45256976240096414	0.4686056988639904	0	0	1.1907292255511588	0.9440260341983764	ZNF562;NCOR2;QARS1;GTF2IRD1
Gene Expression (GO:0010467)	1/381	0.4602056673681591	0.47464349222676805	0	0	1.6600328947368421	1.2883212945056466	DDX39A
Organelle Organization (GO:0006996)	1/437	0.5074552735500966	0.521331003686232	0	0	1.442803899082569	0.9787212678533276	PLD2
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	1/452	0.5194143143093258	0.5315407185344463	0	0	1.3937777161862528	0.9129988608450473	SYVN1
Negative Regulation of Apoptotic Process (GO:0043066)	1/474	0.5364463548637632	0.5468426020510455	0	0	1.3274973572938689	0.8267503704542969	QARS1
Positive Regulation of Cell Population Proliferation (GO:0008284)	1/483	0.5432439961488793	0.5516338648152712	0	0	1.3021265560165975	0.7945533426132279	DNAJA2
Positive Regulation of Cellular Process (GO:0048522)	1/620	0.6355262402426343	0.6428592353223569	0	0	1.007017366720517	0.4564828841575706	DNAJA2
Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1/649	0.6525984967260204	0.6575992514902046	0	0	0.9605516975308642	0.4099569311607945	HEXIM1
Regulation of Cell Population Proliferation (GO:0042127)	1/767	0.7144101007813528	0.7146234575436267	0	0	0.8077676240208878	0.27165072583325556	DNAJA2
Regulation of Transcription by RNA Polymerase II (GO:0006357)	3/2250	0.7146234575436267	0.7146234575436267	0	0	0.8152647975077881	0.2739285707007031	HEXIM1;NCOR2;GTF2IRD1
