Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	1/271	0.35426728737399354	0.38660703974838295	0	0	2.349074074074074	2.4376426272690606	PARVA
Negative Regulation of Signal Transduction (GO:0009968)	1/277	0.36053217775788826	0.39181802789390335	0	0	2.2973278985507246	2.3436743467607144	QARS1
Central Nervous System Development (GO:0007417)	1/287	0.3708429108961111	0.4013649611756264	0	0	2.215909090909091	2.198130246903616	QARS1
Monoatomic Cation Transmembrane Transport (GO:0098655)	1/304	0.388002305587368	0.4182155998749089	0	0	2.0898308580858087	1.9785348199328359	TRPM2
Inorganic Cation Transmembrane Transport (GO:0098662)	1/307	0.39098294987252674	0.419708227822345	0	0	2.0690359477124183	1.9430137125307163	TRPM2
Positive Regulation of Apoptotic Process (GO:0043065)	1/313	0.3969020659620254	0.4243302575122466	0	0	2.0286458333333335	1.8746020603530669	CTNNBL1
Protein Modification by Small Protein Conjugation (GO:0032446)	1/315	0.3988626789567644	0.42469993751266816	0	0	2.015525477707006	1.8525462265293364	SYVN1
Regulation of Cell Cycle (GO:0051726)	1/317	0.4008171106805868	0.42506008108465454	0	0	2.0025712025316458	1.830850799622132	CCNL1
Protein-Containing Complex Assembly (GO:0065003)	1/321	0.4047075059345522	0.42746214482243866	0	0	1.9771484375	1.7885100502550337	TRAPPC3
Organelle Assembly (GO:0070925)	1/339	0.42191325816008085	0.44208440994462656	0	0	1.8701923076923077	1.613892804294029	PARVA
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	1/339	0.42191325816008085	0.44208440994462656	0	0	1.8701923076923077	1.613892804294029	SYVN1
